title,Action,Adventure,Animation,Budget,Comedy,Crime,Domestic Opening,Drama,Family,Fantasy,Original Release Gross Worldwide,Other_Genres,Romance,Running Time,Science fiction,Thriller,Year of Release,Rating_G,Rating_PG,Rating_PG-13,Rating_R
How to Train Your Dragon,1.0,1.0,1.0,165000000,0.0,0.0,43732319,1.0,1.0,1.0,494878759,0.0,0.0,98.0,0.0,0.0,2010,0,1,0,0
Twister,1.0,1.0,0.0,92000000,0.0,0.0,41059405,0.0,0.0,0.0,241721524,0.0,0.0,113.0,0.0,1.0,1996,0,0,0,0
Oz the Great and Powerful,0.0,1.0,0.0,215000000,0.0,0.0,79110453,0.0,1.0,1.0,493311825,0.0,0.0,130.0,0.0,0.0,2013,0,1,0,0
Clash of the Titans,1.0,1.0,0.0,125000000,0.0,0.0,61235105,0.0,0.0,1.0,493214993,0.0,0.0,106.0,0.0,0.0,2010,0,0,1,0
Maleficent: Mistress of Evil,0.0,1.0,0.0,185000000,0.0,0.0,36948713,0.0,1.0,1.0,491730089,0.0,0.0,119.0,0.0,0.0,2019,0,1,0,0
War for the Planet of the Apes,1.0,1.0,0.0,150000000,0.0,0.0,56262929,1.0,0.0,0.0,490719763,0.0,0.0,140.0,1.0,1.0,2017,0,0,1,0
Shrek,0.0,1.0,1.0,60000000,1.0,0.0,42347760,0.0,1.0,1.0,484409218,0.0,0.0,90.0,0.0,0.0,2001,0,1,0,0
Mr. & Mrs. Smith,1.0,0.0,0.0,110000000,1.0,1.0,50342878,0.0,0.0,0.0,487287646,0.0,0.0,117.09462915601024,0.0,1.0,2005,0,0,1,0
Angels & Demons,1.0,0.0,0.0,150000000,0.0,0.0,46204168,0.0,0.0,0.0,485930816,1.0,0.0,138.0,0.0,1.0,2009,0,0,1,0
Teenage Mutant Ninja Turtles,1.0,1.0,0.0,125000000,1.0,0.0,65575105,0.0,0.0,0.0,485004754,0.0,0.0,101.0,1.0,0.0,2014,0,0,1,0
Bruce Almighty,0.0,0.0,0.0,81000000,1.0,0.0,67953330,0.0,0.0,1.0,484592874,0.0,0.0,101.0,0.0,0.0,2003,0,0,1,0
Rio,0.0,1.0,1.0,90000000,1.0,1.0,39225962,1.0,1.0,0.0,483866518,1.0,0.0,96.0,0.0,0.0,2011,0,1,0,0
Saving Private Ryan,0.0,0.0,0.0,70000000,0.0,0.0,30576104,1.0,0.0,0.0,481840909,1.0,0.0,169.0,0.0,0.0,1998,0,0,0,1
Rise of the Planet of the Apes,1.0,0.0,0.0,93000000,0.0,0.0,54806191,1.0,0.0,0.0,481800873,0.0,0.0,105.0,1.0,1.0,2011,0,0,1,0
Home Alone,0.0,0.0,0.0,18000000,1.0,0.0,17081997,0.0,1.0,0.0,285761244,0.0,0.0,103.0,0.0,0.0,1990,0,0,0,0
Star Wars: Episode VI - Return of the Jedi,1.0,1.0,0.0,32500000,0.0,0.0,23019618,0.0,0.0,1.0,252583617,0.0,0.0,131.0,1.0,0.0,1983,0,1,0,0
Charlie and the Chocolate Factory,0.0,1.0,0.0,150000000,1.0,0.0,56178450,0.0,1.0,1.0,474968763,1.0,0.0,115.0,0.0,0.0,2005,0,1,0,0
Hotel Transylvania 2,0.0,1.0,1.0,80000000,1.0,0.0,48464322,1.0,1.0,1.0,474800000,1.0,1.0,89.0,0.0,0.0,2015,0,1,0,0
Indiana Jones and the Last Crusade,1.0,1.0,0.0,48000000,0.0,0.0,29355021,0.0,0.0,0.0,197171806,0.0,0.0,127.0,0.0,0.0,1989,0,0,1,0
San Andreas,1.0,1.0,0.0,110000000,0.0,0.0,54588173,0.0,0.0,0.0,473990832,0.0,0.0,114.0,0.0,1.0,2015,0,0,1,0
It Chapter Two,0.0,0.0,0.0,79000000,0.0,0.0,91062152,1.0,0.0,1.0,473093228,1.0,0.0,169.0,0.0,0.0,2019,0,0,0,1
Jaws,0.0,1.0,0.0,7000000,0.0,0.0,7061513,0.0,0.0,0.0,260000000,0.0,0.0,124.0,0.0,1.0,1975,0,0,0,0
Wreck-It Ralph,0.0,1.0,1.0,165000000,1.0,0.0,49038712,0.0,1.0,1.0,471222889,0.0,0.0,101.0,1.0,0.0,2012,0,1,0,0
The Hangover,0.0,0.0,0.0,35000000,1.0,0.0,44979319,0.0,0.0,0.0,468812793,0.0,0.0,100.0,0.0,0.0,2009,0,0,0,1
The Lego Movie,0.0,1.0,1.0,60000000,1.0,0.0,69050279,0.0,1.0,1.0,468060692,0.0,0.0,100.0,1.0,0.0,2014,0,1,0,0
Bumblebee,1.0,1.0,0.0,135000000,0.0,0.0,21654047,0.0,0.0,0.0,467989645,0.0,0.0,114.0,1.0,0.0,2018,0,0,1,0
Star Trek Into Darkness,1.0,1.0,0.0,190000000,0.0,0.0,70165559,0.0,0.0,0.0,467365246,0.0,0.0,132.0,1.0,0.0,2013,0,0,1,0
The Matrix,1.0,0.0,0.0,63000000,0.0,0.0,27788331,0.0,0.0,0.0,463517383,0.0,0.0,136.0,1.0,0.0,1999,0,0,0,1
Gladiator,1.0,1.0,0.0,103000000,0.0,0.0,34819017,1.0,0.0,0.0,460583960,0.0,0.0,155.0,0.0,0.0,2000,0,0,0,1
Pretty Woman,0.0,0.0,0.0,14000000,1.0,0.0,11280591,0.0,0.0,0.0,178406268,0.0,1.0,119.0,0.0,0.0,1990,0,0,0,1
Cars,0.0,1.0,1.0,120000000,1.0,0.0,60119509,0.0,1.0,0.0,461983149,1.0,0.0,117.0,0.0,0.0,2006,0,0,0,0
X-Men: The Last Stand,1.0,1.0,0.0,210000000,0.0,0.0,102750665,0.0,0.0,0.0,460435291,0.0,0.0,104.0,1.0,0.0,2006,0,0,1,0
Lucy,1.0,0.0,0.0,40000000,0.0,0.0,43899340,0.0,0.0,0.0,458863600,0.0,0.0,89.0,1.0,1.0,2014,0,0,0,1
Mission: Impossible,1.0,1.0,0.0,80000000,0.0,0.0,45436830,0.0,0.0,0.0,180981856,0.0,0.0,110.0,0.0,1.0,1996,0,0,1,0
300,1.0,0.0,0.0,65000000,0.0,0.0,70885301,1.0,0.0,0.0,456068181,0.0,0.0,117.0,0.0,0.0,2007,0,0,0,1
The Last Samurai,1.0,0.0,0.0,140000000,0.0,0.0,24271354,1.0,0.0,0.0,454627263,0.0,0.0,154.0,0.0,0.0,2003,0,0,0,1
Ocean's Eleven,0.0,0.0,0.0,85000000,0.0,1.0,38107822,0.0,0.0,0.0,450717150,0.0,0.0,116.0,0.0,1.0,2001,0,0,1,0
Thor,1.0,1.0,0.0,150000000,0.0,0.0,65723338,0.0,0.0,1.0,449326618,0.0,0.0,115.0,0.0,0.0,2011,0,0,1,0
Pearl Harbor,1.0,0.0,0.0,140000000,0.0,0.0,59078912,1.0,0.0,0.0,449220945,1.0,1.0,183.0,0.0,0.0,2001,0,0,1,0
La La Land,0.0,0.0,0.0,30000000,1.0,0.0,881104,1.0,0.0,0.0,447407695,1.0,1.0,128.0,0.0,0.0,2016,0,0,1,0
Tarzan,0.0,1.0,1.0,130000000,1.0,0.0,34221968,0.0,1.0,0.0,448191819,0.0,0.0,88.0,0.0,0.0,1999,1,0,0,0
Men in Black II,1.0,1.0,0.0,140000000,1.0,0.0,52148751,0.0,0.0,0.0,441818803,1.0,0.0,88.0,1.0,0.0,2002,0,0,1,0
The Bourne Ultimatum,1.0,1.0,0.0,110000000,0.0,0.0,69283690,0.0,0.0,0.0,444100035,1.0,0.0,115.0,0.0,1.0,2007,0,0,1,0
The Mummy Returns,1.0,1.0,0.0,98000000,0.0,0.0,68139035,0.0,0.0,1.0,433013274,0.0,0.0,130.0,0.0,1.0,2001,0,0,1,0
Alvin and the Chipmunks: The Squeakquel,0.0,1.0,1.0,75000000,1.0,0.0,48875415,0.0,1.0,1.0,443140005,1.0,0.0,88.0,0.0,0.0,2009,0,1,0,0
Les Misérables,0.0,0.0,0.0,61000000,0.0,0.0,27281735,1.0,0.0,0.0,441809770,1.0,1.0,158.0,0.0,0.0,2012,0,0,1,0
Mrs. Doubtfire,0.0,0.0,0.0,25000000,1.0,0.0,20468847,1.0,1.0,0.0,219195243,0.0,0.0,125.0,0.0,0.0,1993,0,0,1,0
Terminator Genisys,1.0,1.0,0.0,155000000,0.0,0.0,27018486,0.0,0.0,0.0,440603537,0.0,0.0,126.0,1.0,1.0,2015,0,0,1,0
Warcraft,1.0,1.0,0.0,160000000,0.0,0.0,24166110,0.0,0.0,1.0,439048914,1.0,0.0,123.0,0.0,0.0,2016,0,0,1,0
The Greatest Showman,0.0,0.0,0.0,84000000,0.0,0.0,8805843,1.0,0.0,0.0,434993183,1.0,0.0,105.0,0.0,0.0,2017,0,1,0,0
A Star Is Born,0.0,0.0,0.0,36000000,0.0,0.0,42908051,1.0,0.0,0.0,436188866,1.0,1.0,136.0,0.0,0.0,2018,0,0,0,1
Pokémon Detective Pikachu,1.0,1.0,0.0,150000000,1.0,0.0,54365242,0.0,1.0,0.0,433005346,1.0,0.0,104.0,1.0,0.0,2019,0,1,0,0
Terminator 3: Rise of the Machines,1.0,0.0,0.0,200000000,0.0,0.0,44041440,0.0,0.0,0.0,433371112,0.0,0.0,109.0,1.0,0.0,2003,0,0,0,1
Die Another Day,1.0,1.0,0.0,142000000,0.0,0.0,47072040,0.0,0.0,0.0,431971116,0.0,0.0,133.0,0.0,1.0,2002,0,0,1,0
The Secret Life of Pets 2,0.0,1.0,1.0,80000000,1.0,0.0,46652680,0.0,1.0,0.0,430051293,0.0,0.0,86.0,0.0,0.0,2019,0,1,0,0
Cast Away,0.0,1.0,0.0,90000000,0.0,0.0,28883406,1.0,0.0,0.0,429632142,0.0,1.0,143.0,0.0,0.0,2000,0,0,1,0
Rampage,1.0,1.0,0.0,120000000,0.0,0.0,35753093,0.0,0.0,0.0,428028233,0.0,0.0,107.0,1.0,0.0,2018,0,0,1,0
The King's Speech,0.0,0.0,0.0,15000000,0.0,0.0,355450,1.0,0.0,0.0,423999102,1.0,0.0,118.0,0.0,0.0,2010,0,0,0,1
The Matrix Revolutions,1.0,0.0,0.0,150000000,0.0,0.0,48475154,0.0,0.0,0.0,427343298,0.0,0.0,129.0,1.0,0.0,2003,0,0,0,1
Bad Boys for Life,1.0,0.0,0.0,90000000,1.0,1.0,62504105,0.0,0.0,0.0,426505244,0.0,0.0,124.0,0.0,1.0,2020,0,0,0,1
Django Unchained,0.0,0.0,0.0,100000000,0.0,0.0,30122888,1.0,0.0,0.0,425368238,1.0,0.0,165.0,0.0,0.0,2012,0,0,0,1
Dances with Wolves,0.0,1.0,0.0,22000000,0.0,0.0,598257,1.0,0.0,0.0,184208848,1.0,0.0,181.0,0.0,0.0,1990,0,0,0,0
The Chronicles of Narnia: Prince Caspian,1.0,1.0,0.0,225000000,0.0,0.0,55034805,0.0,1.0,1.0,419665568,0.0,0.0,150.0,0.0,0.0,2008,0,1,0,0
Sex and the City,0.0,0.0,0.0,65000000,1.0,0.0,57038404,1.0,0.0,0.0,418765321,0.0,1.0,145.0,0.0,0.0,2008,0,0,0,1
The Mummy,1.0,1.0,0.0,125000000,0.0,0.0,31688375,0.0,0.0,1.0,409231607,1.0,0.0,111.0,0.0,1.0,2017,0,0,1,0
The Chronicles of Narnia: The Voyage of the Dawn Treader,0.0,1.0,0.0,155000000,0.0,0.0,24005069,0.0,1.0,1.0,415686217,0.0,0.0,113.0,0.0,0.0,2010,0,1,0,0
Jason Bourne,1.0,0.0,0.0,120000000,0.0,0.0,59215365,0.0,0.0,0.0,415484914,0.0,0.0,123.0,0.0,1.0,2016,0,0,1,0
The Wolverine,1.0,0.0,0.0,120000000,0.0,0.0,53113752,0.0,0.0,0.0,414828246,0.0,0.0,126.0,1.0,0.0,2013,0,0,1,0
Kingsman: The Secret Service,1.0,1.0,0.0,81000000,1.0,0.0,36206331,0.0,0.0,0.0,414351546,0.0,0.0,129.0,0.0,1.0,2015,0,0,0,1
Night at the Museum: Battle of the Smithsonian,0.0,1.0,0.0,150000000,1.0,0.0,54173286,0.0,1.0,1.0,413106170,0.0,0.0,105.0,0.0,0.0,2009,0,1,0,0
Batman,1.0,1.0,0.0,35000000,0.0,0.0,40489746,0.0,0.0,0.0,251188924,0.0,0.0,126.0,0.0,0.0,1989,0,0,0,0
Pacific Rim,1.0,1.0,0.0,190000000,0.0,0.0,37285325,0.0,0.0,0.0,411002906,0.0,0.0,131.0,1.0,0.0,2013,0,0,1,0
Kingsman: The Golden Circle,1.0,1.0,0.0,104000000,1.0,1.0,39023010,0.0,0.0,0.0,410902662,0.0,0.0,141.0,0.0,1.0,2017,0,0,0,1
Ice Age: Collision Course,0.0,1.0,1.0,105000000,1.0,0.0,21373064,1.0,1.0,0.0,408579038,0.0,0.0,94.0,1.0,0.0,2016,0,1,0,0
Twilight,0.0,0.0,0.0,37000000,0.0,0.0,69637740,1.0,0.0,1.0,407187715,0.0,1.0,122.0,0.0,0.0,2008,0,0,1,0
Signs,0.0,0.0,0.0,72000000,0.0,0.0,60117080,1.0,0.0,0.0,408247917,1.0,0.0,106.0,1.0,1.0,2002,0,0,1,0
X2: X-Men United,1.0,0.0,0.0,110000000,0.0,0.0,85558731,0.0,0.0,0.0,407711549,0.0,0.0,134.0,1.0,1.0,2003,0,0,1,0
Alita: Battle Angel,1.0,1.0,0.0,170000000,0.0,0.0,28525613,0.0,0.0,0.0,404980543,0.0,0.0,122.0,1.0,1.0,2019,0,0,1,0
The Mummy: Tomb of the Dragon Emperor,1.0,0.0,0.0,145000000,0.0,0.0,40457770,0.0,0.0,1.0,403449830,1.0,0.0,112.0,0.0,0.0,2008,0,0,1,0
Prometheus,0.0,1.0,0.0,130000000,0.0,0.0,51050101,0.0,0.0,0.0,403354469,1.0,0.0,124.0,1.0,0.0,2012,0,0,0,1
Mamma Mia! Here We Go Again,0.0,0.0,0.0,75000000,1.0,0.0,34952180,0.0,0.0,0.0,395044706,1.0,1.0,114.0,0.0,0.0,2018,0,0,1,0
TRON: Legacy,1.0,1.0,0.0,170000000,0.0,0.0,44026211,0.0,0.0,0.0,400062763,0.0,0.0,125.0,1.0,0.0,2010,0,1,0,0
Mission: Impossible III,1.0,1.0,0.0,150000000,0.0,0.0,47743273,0.0,0.0,0.0,398479497,0.0,0.0,126.0,0.0,1.0,2006,0,0,1,0
Snow White and the Huntsman,1.0,1.0,0.0,170000000,0.0,0.0,56217700,1.0,0.0,1.0,396592829,0.0,0.0,127.0,0.0,0.0,2012,0,0,1,0
Grease,0.0,0.0,0.0,6000000,0.0,0.0,8941717,0.0,0.0,0.0,159978870,1.0,1.0,110.0,0.0,0.0,1978,0,1,0,0
Solo: A Star Wars Story,1.0,1.0,0.0,275000000,0.0,0.0,84420489,0.0,0.0,0.0,392924807,0.0,0.0,135.0,1.0,0.0,2018,0,0,1,0
The Wolf of Wall Street,0.0,0.0,0.0,100000000,0.0,1.0,18361578,1.0,0.0,0.0,392000694,1.0,0.0,117.09462915601024,0.0,0.0,2013,0,0,0,1
Superman Returns,1.0,0.0,0.0,270000000,0.0,0.0,52535096,0.0,0.0,0.0,391081192,0.0,0.0,154.0,1.0,0.0,2006,0,0,1,0
Robin Hood: Prince of Thieves,1.0,1.0,0.0,48000000,0.0,0.0,25625602,1.0,0.0,0.0,390493908,0.0,1.0,143.0,0.0,0.0,1991,0,0,0,0
Indiana Jones and the Raiders of the Lost Ark,1.0,1.0,0.0,18000000,0.0,0.0,8305823,0.0,0.0,0.0,212222025,0.0,0.0,115.0,0.0,0.0,1981,0,1,0,0
Independence Day: Resurgence,1.0,1.0,0.0,165000000,0.0,0.0,41039944,0.0,0.0,0.0,389681935,0.0,0.0,117.09462915601024,1.0,0.0,2016,0,0,1,0
Live Free or Die Hard,1.0,0.0,0.0,110000000,0.0,0.0,33369559,0.0,0.0,0.0,388156011,0.0,0.0,128.0,0.0,1.0,2007,0,0,1,0
Godzilla: King of the Monsters,1.0,1.0,0.0,170000000,0.0,0.0,47776293,0.0,0.0,1.0,386600138,0.0,0.0,132.0,1.0,0.0,2019,0,0,1,0
Home,0.0,1.0,1.0,135000000,1.0,0.0,52107731,0.0,1.0,1.0,386041607,0.0,0.0,94.0,1.0,0.0,2015,0,1,0,0
Star Trek,1.0,1.0,0.0,150000000,0.0,0.0,75204289,0.0,0.0,0.0,385680446,0.0,0.0,127.0,1.0,0.0,2009,0,0,1,0
1917,1.0,0.0,0.0,95000000,0.0,0.0,576216,1.0,0.0,0.0,384983987,1.0,0.0,119.0,0.0,0.0,2019,0,0,0,1
Happy Feet,0.0,1.0,1.0,100000000,1.0,0.0,41533432,0.0,1.0,0.0,384335608,1.0,1.0,108.0,0.0,0.0,2006,0,1,0,0
Ice Age,0.0,1.0,1.0,59000000,1.0,0.0,46312454,0.0,1.0,0.0,383257136,0.0,0.0,81.0,0.0,0.0,2002,0,1,0,0
Back to the Future,0.0,1.0,0.0,19000000,1.0,0.0,11152500,0.0,0.0,0.0,222067229,0.0,0.0,116.0,1.0,0.0,1985,0,0,0,0
Fifty Shades Darker,0.0,0.0,0.0,55000000,0.0,0.0,46607250,1.0,0.0,0.0,381545846,0.0,1.0,118.0,0.0,0.0,2017,0,0,0,1
Monsters vs. Aliens,1.0,1.0,1.0,175000000,1.0,0.0,59321095,0.0,1.0,1.0,381509870,0.0,0.0,94.0,1.0,0.0,2009,0,1,0,0
True Lies,1.0,0.0,0.0,115000000,1.0,0.0,25869770,0.0,0.0,0.0,378882411,0.0,0.0,141.0,0.0,1.0,1994,0,0,0,1
Slumdog Millionaire,0.0,0.0,0.0,15000000,0.0,0.0,360018,1.0,0.0,0.0,378410113,0.0,1.0,117.09462915601024,0.0,0.0,2008,0,0,0,1
Taken 2,1.0,0.0,0.0,45000000,0.0,1.0,49514769,0.0,0.0,0.0,376141306,0.0,0.0,92.0,0.0,1.0,2012,0,0,1,0
G.I. Joe: Retaliation,1.0,1.0,0.0,130000000,0.0,0.0,40501814,0.0,0.0,0.0,375740705,0.0,0.0,110.0,1.0,1.0,2013,0,0,1,0
Mad Max: Fury Road,1.0,1.0,0.0,150000000,0.0,0.0,45428128,0.0,0.0,0.0,374736354,0.0,0.0,117.09462915601024,1.0,1.0,2015,0,0,0,1
Spider-Man: Into the Spider-Verse,1.0,1.0,1.0,90000000,1.0,0.0,35363376,0.0,1.0,1.0,375540831,0.0,0.0,117.0,1.0,0.0,2018,0,1,0,0
Shark Tale,0.0,1.0,1.0,75000000,1.0,0.0,47604606,0.0,1.0,1.0,374583879,0.0,0.0,90.0,0.0,0.0,2004,0,1,0,0
Once Upon a Time... In Hollywood,0.0,0.0,0.0,90000000,1.0,0.0,41082018,1.0,0.0,0.0,374375059,0.0,0.0,161.0,0.0,0.0,2019,0,0,0,1
What Women Want,0.0,0.0,0.0,70000000,1.0,0.0,33614543,0.0,0.0,1.0,374111707,0.0,1.0,127.0,0.0,0.0,2000,0,0,1,0
Batman Begins,1.0,1.0,0.0,150000000,0.0,0.0,48745440,0.0,0.0,0.0,371853783,0.0,0.0,140.0,0.0,0.0,2005,0,0,1,0
Penguins of Madagascar,0.0,1.0,1.0,132000000,1.0,0.0,25447444,0.0,1.0,0.0,373515621,0.0,0.0,92.0,1.0,0.0,2014,0,1,0,0
X-Men Origins: Wolverine,1.0,0.0,0.0,150000000,0.0,0.0,85058003,0.0,0.0,0.0,373062864,0.0,0.0,107.0,1.0,0.0,2009,0,0,1,0
The Golden Compass,0.0,1.0,0.0,180000000,0.0,0.0,26125000,0.0,1.0,1.0,372234864,0.0,0.0,113.0,0.0,0.0,2007,0,0,1,0
Fifty Shades Freed,0.0,0.0,0.0,55000000,0.0,0.0,38560195,1.0,0.0,0.0,371985018,0.0,1.0,105.0,0.0,1.0,2018,0,0,0,1
Hitch,0.0,0.0,0.0,70000000,1.0,0.0,43142214,0.0,0.0,0.0,371594210,0.0,1.0,118.0,0.0,0.0,2005,0,0,1,0
Terminator Salvation,1.0,0.0,0.0,200000000,0.0,0.0,42558390,0.0,0.0,0.0,371353001,0.0,0.0,115.0,1.0,0.0,2009,0,0,1,0
Captain America: The First Avenger,1.0,1.0,0.0,140000000,0.0,0.0,65058524,0.0,0.0,0.0,370569774,0.0,0.0,124.0,1.0,0.0,2011,0,0,1,0
Edge of Tomorrow,1.0,1.0,0.0,178000000,0.0,0.0,28760246,0.0,0.0,0.0,370541256,0.0,0.0,113.0,1.0,0.0,2014,0,0,1,0
There's Something About Mary,0.0,0.0,0.0,23000000,1.0,0.0,13740644,0.0,0.0,0.0,369884651,0.0,1.0,119.0,0.0,0.0,1998,0,0,0,1
Gone Girl,0.0,0.0,0.0,61000000,0.0,0.0,37513109,1.0,0.0,0.0,369330363,1.0,0.0,149.0,0.0,1.0,2014,0,0,0,1
Jurassic Park III,1.0,1.0,0.0,93000000,0.0,0.0,50771645,0.0,0.0,0.0,368780809,0.0,0.0,92.0,1.0,1.0,2001,0,0,1,0
My Big Fat Greek Wedding,0.0,0.0,0.0,5000000,1.0,0.0,597362,1.0,0.0,0.0,368744044,0.0,1.0,95.0,0.0,0.0,2002,0,1,0,0
Die Hard with a Vengeance,1.0,1.0,0.0,90000000,0.0,0.0,22162245,0.0,0.0,0.0,366101666,0.0,0.0,128.0,0.0,1.0,1995,0,0,0,1
Shazam!,1.0,1.0,0.0,100000000,1.0,0.0,53505326,0.0,0.0,1.0,365971656,0.0,0.0,132.0,0.0,0.0,2019,0,0,1,0
The Nun,0.0,0.0,0.0,22000000,0.0,0.0,53807379,0.0,0.0,0.0,365550119,1.0,0.0,96.0,0.0,1.0,2018,0,0,0,1
Alvin and the Chipmunks,0.0,1.0,1.0,60000000,1.0,0.0,44307417,0.0,1.0,1.0,365352546,1.0,0.0,92.0,0.0,0.0,2007,0,1,0,0
Notting Hill,0.0,0.0,0.0,42000000,1.0,0.0,21811180,1.0,0.0,0.0,124182015,0.0,1.0,124.0,0.0,0.0,1999,0,0,1,0
A Bug's Life,0.0,1.0,1.0,120000000,1.0,0.0,291121,0.0,1.0,0.0,363258859,0.0,0.0,95.0,0.0,0.0,1998,0,0,0,0
Night at the Museum: Secret of the Tomb,0.0,1.0,0.0,127000000,1.0,0.0,17100520,0.0,1.0,1.0,363204635,0.0,0.0,98.0,0.0,0.0,2014,0,1,0,0
Ocean's Twelve,0.0,0.0,0.0,110000000,0.0,1.0,39153380,0.0,0.0,0.0,362744280,0.0,0.0,125.0,0.0,1.0,2004,0,0,1,0
Planet of the Apes,1.0,1.0,0.0,100000000,0.0,0.0,68532960,0.0,0.0,0.0,362211740,0.0,0.0,119.0,1.0,1.0,2001,0,0,1,0
The Hangover Part III,0.0,0.0,0.0,103000000,1.0,1.0,41671198,0.0,0.0,0.0,362000072,0.0,0.0,100.0,0.0,0.0,2013,0,0,0,1
The World Is Not Enough,1.0,1.0,0.0,135000000,0.0,1.0,35519007,0.0,0.0,0.0,126943684,0.0,0.0,128.0,0.0,1.0,1999,0,0,1,0
Fast & Furious,1.0,0.0,0.0,85000000,0.0,0.0,70950500,0.0,0.0,0.0,360364265,0.0,0.0,107.0,0.0,1.0,2009,0,0,1,0
Noah,1.0,1.0,0.0,125000000,0.0,0.0,43720472,1.0,0.0,0.0,359200044,0.0,0.0,138.0,0.0,0.0,2014,0,0,1,0
The Karate Kid,1.0,0.0,0.0,40000000,0.0,0.0,55665805,1.0,1.0,0.0,359126022,1.0,0.0,140.0,0.0,0.0,2010,0,1,0,0
Hotel Transylvania,0.0,1.0,1.0,85000000,1.0,0.0,42522194,0.0,1.0,1.0,358375603,1.0,1.0,91.0,0.0,0.0,2012,0,1,0,0
Minority Report,1.0,0.0,0.0,102000000,0.0,1.0,35677125,0.0,0.0,0.0,358372926,1.0,0.0,145.0,1.0,1.0,2002,0,0,1,0
The Legend of Tarzan,1.0,1.0,0.0,180000000,0.0,0.0,38527856,1.0,0.0,1.0,356700357,0.0,1.0,110.0,0.0,0.0,2016,0,0,1,0
American Beauty,0.0,0.0,0.0,15000000,0.0,0.0,861531,1.0,0.0,0.0,356296601,0.0,0.0,122.0,0.0,0.0,1999,0,0,0,1
Rain Man,0.0,0.0,0.0,25000000,0.0,0.0,7005719,1.0,0.0,0.0,354825435,0.0,0.0,133.0,0.0,0.0,1988,0,0,0,0
The Great Gatsby,0.0,0.0,0.0,105000000,0.0,0.0,50085185,1.0,0.0,0.0,353641895,0.0,1.0,143.0,0.0,0.0,2013,0,0,1,0
Dumbo,0.0,1.0,0.0,170000000,0.0,0.0,45990748,0.0,1.0,1.0,353284621,0.0,0.0,112.0,0.0,0.0,2019,0,1,0,0
"I, Robot",1.0,0.0,0.0,120000000,0.0,0.0,52179887,1.0,0.0,0.0,353133898,0.0,0.0,115.0,1.0,1.0,2004,0,0,1,0
Basic Instinct,0.0,0.0,0.0,49000000,0.0,0.0,15129385,1.0,0.0,0.0,117727224,1.0,0.0,127.0,0.0,1.0,1992,0,0,0,1
Murder on the Orient Express,0.0,0.0,0.0,55000000,0.0,1.0,28681472,1.0,0.0,0.0,352789811,1.0,0.0,114.0,0.0,0.0,2017,0,0,1,0
X-Men: First Class,1.0,1.0,0.0,160000000,0.0,0.0,55101604,0.0,0.0,0.0,352616690,0.0,0.0,131.0,1.0,0.0,2011,0,0,1,0
The Angry Birds Movie,0.0,1.0,1.0,73000000,1.0,1.0,38155177,0.0,1.0,0.0,352333929,0.0,0.0,97.0,0.0,0.0,2016,0,1,0,0
Catch Me If You Can,0.0,0.0,0.0,52000000,0.0,1.0,30053627,1.0,0.0,0.0,352114312,1.0,0.0,141.0,0.0,0.0,2002,0,0,1,0
Now You See Me,0.0,0.0,0.0,75000000,0.0,1.0,29350389,0.0,0.0,0.0,351723989,1.0,0.0,115.0,0.0,1.0,2013,0,0,1,0
Hannibal,0.0,0.0,0.0,87000000,0.0,1.0,58003121,1.0,0.0,0.0,351692268,0.0,0.0,131.0,0.0,1.0,2001,0,0,0,1
The Mask,1.0,0.0,0.0,23000000,1.0,1.0,23117068,0.0,0.0,1.0,351583407,0.0,0.0,101.0,0.0,0.0,1994,0,0,1,0
Peter Rabbit,0.0,1.0,1.0,50000000,1.0,0.0,25010928,0.0,1.0,1.0,351266433,0.0,0.0,95.0,0.0,0.0,2018,0,1,0,0
Speed,1.0,1.0,0.0,30000000,0.0,0.0,14456194,0.0,0.0,0.0,121248145,0.0,0.0,116.0,0.0,1.0,1994,0,0,0,1
Dinosaur,0.0,1.0,1.0,127500000,0.0,0.0,38854851,1.0,1.0,1.0,349822765,0.0,0.0,82.0,0.0,0.0,2000,0,1,0,0
Mary Poppins Returns,0.0,0.0,0.0,130000000,1.0,0.0,23523121,0.0,1.0,1.0,349537494,1.0,0.0,130.0,0.0,0.0,2018,0,1,0,0
The Lorax,0.0,1.0,1.0,70000000,1.0,0.0,70217070,1.0,1.0,1.0,348840316,1.0,0.0,86.0,0.0,0.0,2012,0,1,0,0
The Maze Runner,1.0,0.0,0.0,34000000,0.0,0.0,32512804,0.0,0.0,0.0,348319861,1.0,0.0,117.09462915601024,1.0,1.0,2014,0,0,1,0
The Smurfs 2,0.0,1.0,1.0,105000000,1.0,0.0,17548389,0.0,1.0,1.0,347545360,0.0,0.0,105.0,0.0,0.0,2013,0,1,0,0
National Treasure,1.0,1.0,0.0,100000000,0.0,0.0,35142554,0.0,0.0,0.0,347512318,1.0,0.0,131.0,0.0,1.0,2004,0,1,0,0
Rush Hour 2,1.0,0.0,0.0,90000000,1.0,1.0,67408222,0.0,0.0,0.0,347325802,0.0,0.0,90.0,0.0,1.0,2001,0,0,1,0
Trolls,0.0,1.0,1.0,125000000,1.0,0.0,46581142,0.0,1.0,1.0,346864462,1.0,1.0,92.0,0.0,0.0,2016,0,1,0,0
xXx: Return of Xander Cage,1.0,1.0,0.0,85000000,0.0,0.0,20130142,0.0,0.0,0.0,346118277,0.0,0.0,107.0,0.0,1.0,2017,0,0,1,0
