title,Action,Adventure,Animation,Budget,Comedy,Crime,Domestic Distributor,Domestic Opening,Drama,Family,Fantasy,MPAA Rating,Original Release Gross Worldwide,Other_Genres,Romance,Running Time,Science fiction,Thriller,Year of Release
Pacific Rim: Uprising,1.0,1.0,,150000000,,,Universal Pictures,28116535,,,,PG-13,290930148,,,111.0,1.0,,2018
The Bourne Supremacy,1.0,,,75000000,,,Universal Pictures,52521865,,,,PG-13,290633422,1.0,,108.0,,1.0,2004
Sex and the City 2,,,,100000000,1.0,,Warner Bros.,31001870,1.0,,,R,290745055,,1.0,146.0,,,2010
Shakespeare in Love,,,,25000000,1.0,,Miramax,224012,1.0,,,R,289317794,1.0,1.0,123.0,,,1998
Divergent,1.0,1.0,,85000000,,,Lionsgate,54607747,,,,PG-13,288885818,1.0,,139.0,1.0,,2014
Wedding Crashers,,,,40000000,1.0,,New Line Cinema,32200000,,,,R,288467645,,1.0,119.0,,,2005
Bridesmaids,,,,32500000,1.0,,Universal Pictures,26247410,,,,R,288383523,,1.0,125.0,,,2011
Maze Runner: The Death Cure,1.0,1.0,,62000000,,,Twentieth Century Fox,24167011,,,,PG-13,288175335,,,117.09462915601023,1.0,1.0,2018
American Pie 2,,,,30000000,1.0,,Universal Pictures,45117985,,,,R,287553595,,,108.0,,,2001
Pitch Perfect 2,,,,29000000,1.0,,Universal Pictures,69216890,,,,PG-13,287144079,1.0,,115.0,,,2015
The Green Mile,,,,60000000,,1.0,Warner Bros.,18017152,1.0,,1.0,R,286801374,1.0,,189.0,,,1999
Oblivion,1.0,1.0,,120000000,,,Universal Pictures,37054485,,,,PG-13,286168572,,,124.0,1.0,,2013
Elysium,1.0,,,115000000,,,TriStar Pictures,29807393,1.0,,,R,286140700,,,109.0,1.0,,2013
Lethal Weapon 4,1.0,,,140000000,,1.0,Warner Bros.,34048124,,,,R,285444603,,,127.0,,1.0,1998
John Carter,1.0,1.0,,250000000,,,Walt Disney Studios Motion Pictures,30180188,,,,PG-13,284139100,,,132.0,1.0,,2012
Turbo,,1.0,1.0,135000000,1.0,,Twentieth Century Fox,21312625,,1.0,,PG,282570682,1.0,,96.0,,,2013
Paddington,,1.0,1.0,55000000,1.0,,Dimension Films,18966676,,1.0,1.0,PG,282370135,,,95.0,,,2014
Bridget Jones's Diary,,,,25000000,1.0,,Miramax,10733933,1.0,,,R,281929795,,1.0,97.0,,,2001
The Tourist,1.0,,,100000000,,,Sony Pictures Entertainment (SPE),16472458,,,,PG-13,278780441,,,103.0,,1.0,2010
Split,,,,9000000,,,Universal Pictures,40010975,,,,PG-13,278454358,1.0,,117.0,,1.0,2017
Scary Movie,,,,19000000,1.0,,Miramax,42346669,,,,R,278019771,,,88.0,,,2000
xXx,1.0,1.0,,70000000,,,Revolution Studios,44506103,,,,PG-13,277448382,,,124.0,,1.0,2002
The Bourne Legacy,1.0,1.0,,125000000,,,Universal Pictures,38142825,,,,PG-13,276144750,,,135.0,,1.0,2012
Mr. Peabody & Sherman,,1.0,1.0,145000000,1.0,,Twentieth Century Fox,32207057,,1.0,,PG,275698039,,1.0,92.0,1.0,,2014
Scooby-Doo,,1.0,,84000000,1.0,,Warner Bros.,54155312,,1.0,1.0,PG,275650703,1.0,,89.0,,,2002
Lincoln,,,,65000000,,,Walt Disney Studios Motion Pictures,944308,1.0,,,PG-13,275293450,1.0,,150.0,,,2012
Lara Croft: Tomb Raider,1.0,1.0,,115000000,,,Paramount Pictures,47735743,,,1.0,PG-13,274703340,,,100.0,,1.0,2001
Tomb Raider,1.0,1.0,,94000000,,,Warner Bros.,23633317,,,1.0,PG-13,274650803,,,119.0,,1.0,2018
The Expendables,1.0,1.0,,80000000,,,Lionsgate,34825135,,,,R,274470394,,,103.0,,1.0,2010
Cloudy with a Chance of Meatballs 2,,1.0,1.0,78000000,1.0,,Sony Pictures Entertainment (SPE),34017930,1.0,1.0,1.0,PG,274325949,,,95.0,1.0,,2013
The Nutty Professor,,,,54000000,1.0,,Universal Pictures,25411725,,,,PG-13,273961019,,1.0,95.0,1.0,,1996
Jerry Maguire,,,,50000000,1.0,,Sony Pictures Entertainment (SPE),17084296,1.0,,,R,273552592,1.0,1.0,139.0,,,1996
Bad Boys II,1.0,,,130000000,1.0,1.0,Sony Pictures Entertainment (SPE),46522560,,,,R,273339556,,,147.0,,1.0,2003
Lilo & Stitch,,1.0,1.0,80000000,1.0,,Walt Disney Studios Motion Pictures,35260212,1.0,1.0,1.0,PG,273144151,,,85.0,1.0,,2002
The Silence of the Lambs,,,,19000000,,1.0,Orion Pictures,13766814,1.0,,,,130742922,,,118.0,,1.0,1991
Grown Ups,,,,80000000,1.0,,Sony Pictures Entertainment (SPE),40506562,,,,PG-13,271430189,,,102.0,,,2010
Neighbors,,,,18000000,1.0,,Universal Pictures,49033915,,,,R,270665134,,,97.0,,,2014
We're the Millers,,,,37000000,1.0,1.0,Warner Bros.,26419396,,,,R,269994119,,,110.0,,,2012
Gran Torino,,,,33000000,,,Warner Bros.,271720,1.0,,,R,269958228,,,116.0,,,2008
"10,000 BC",1.0,1.0,,105000000,,,Warner Bros.,35867488,1.0,,1.0,PG-13,269784201,1.0,,109.0,,,2008
American Gangster,,,,100000000,,1.0,Universal Pictures,43565135,1.0,,,R,269755430,1.0,,157.0,,,2007
Epic,1.0,1.0,1.0,100000000,,,Twentieth Century Fox,33531068,,1.0,1.0,PG,268426634,,,102.0,,,2013
Exodus: Gods and Kings,1.0,1.0,,140000000,,,Twentieth Century Fox,24115934,1.0,,1.0,PG-13,268175631,,,150.0,,,2014
The Princess and the Frog,,1.0,1.0,105000000,1.0,,Walt Disney Studios Motion Pictures,786190,,1.0,1.0,,267045765,1.0,1.0,97.0,,,2009
Batman Returns,1.0,,,80000000,,1.0,Warner Bros.,45687711,,,1.0,PG-13,162831698,,,126.0,,,1992
Something's Gotta Give,,,,80000000,1.0,,Sony Pictures Entertainment (SPE),16064723,1.0,,,PG-13,265328738,,1.0,128.0,,,2003
Bridget Jones: The Edge of Reason,,,,40000000,1.0,,Universal Pictures,8684055,1.0,,,R,265126918,,1.0,108.0,,,2004
The Incredible Hulk,1.0,1.0,,150000000,,,Universal Pictures,55414050,,,,PG-13,264770996,,,112.0,1.0,,2008
Waterworld,1.0,1.0,,175000000,,,Universal Pictures,21171780,,,,PG-13,264218220,,,135.0,1.0,,1995
Charlie's Angels,1.0,1.0,,93000000,1.0,1.0,Sony Pictures Entertainment (SPE),40128550,,,,PG-13,264105545,,,98.0,,1.0,2000
Jumanji,,1.0,,65000000,1.0,,Sony Pictures Entertainment (SPE),11084370,,1.0,1.0,PG,100475249,,,104.0,,,1995
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,,,,18000000,1.0,,Twentieth Century Fox,26455463,,,,R,262552893,,,84.0,,,2006
Robots,,1.0,1.0,75000000,1.0,,Twentieth Century Fox,36045301,,1.0,,PG,262511490,,,91.0,1.0,,2005
Total Recall,1.0,1.0,,125000000,,,Sony Pictures Entertainment (SPE),25577758,,,,PG-13,198467168,,,118.0,1.0,1.0,2012
Terminator: Dark Fate,1.0,1.0,,185000000,,,Paramount Pictures,29033832,,,,R,261119292,,,128.0,1.0,1.0,2019
The Lone Ranger,1.0,1.0,,215000000,,,Walt Disney Studios Motion Pictures,29210849,,,,PG-13,260502115,1.0,,150.0,,,2013
Super 8,,,,50000000,,,Paramount Pictures,35451168,,,,PG-13,260095986,1.0,,112.0,1.0,1.0,2011
Mojin: The Lost Legend,1.0,1.0,,37000000,,,Well Go USA Entertainment,279974,1.0,,1.0,,259368448,1.0,,127.0,,1.0,2015
Blade Runner 2049,1.0,,,150000000,,,Warner Bros.,32753122,1.0,,,R,259239658,1.0,,117.09462915601023,1.0,1.0,2017
Charlie's Angels: Full Throttle,1.0,1.0,,120000000,1.0,1.0,Sony Pictures Entertainment (SPE),37634221,,,,PG-13,259175788,,,106.0,,,2003
Parasite,,,,11400000,1.0,,Neon,393216,1.0,,,R,258633992,,,132.0,,1.0,2019
Rush Hour 3,1.0,,,140000000,1.0,1.0,New Line Cinema,50237000,,,,PG-13,258097122,,,91.0,,1.0,2007
The Full Monty,,,,3500000,1.0,,Fox Searchlight Pictures,176585,1.0,,,R,257938649,,,91.0,,,1997
Kung Fu Yoga,1.0,1.0,,65000000,1.0,,Well Go USA Entertainment,111979,,1.0,1.0,,257743016,1.0,,107.0,,,2017
Annabelle,,,,6500000,,,Warner Bros.,37134255,,,,R,257047661,1.0,,99.0,,1.0,2014
The Village,,,,60000000,,,Walt Disney Studios Motion Pictures,50746142,1.0,,,PG-13,256697520,1.0,,108.0,,1.0,2003
Erin Brockovich,,,,52000000,,,Universal Pictures,28138465,1.0,,,R,256271286,1.0,,131.0,,,2000
Halloween,,,,10000000,,1.0,Universal Pictures,76221545,,,,R,255485178,1.0,,106.0,,1.0,2018
Us,,,,20000000,,,Universal Pictures,71117625,,,,R,255184580,1.0,,116.0,,1.0,2019
Cliffhanger,1.0,1.0,,70000000,,,TriStar Pictures,16176967,,,,R,84049211,,,113.0,,1.0,1993
Men in Black: International,1.0,1.0,,110000000,1.0,,Sony Pictures Entertainment (SPE),30035838,,,,PG-13,253890701,,,114.0,1.0,,2019
High School Musical 3: Senior Year,,,,11000000,1.0,,Walt Disney Studios Motion Pictures,42030184,1.0,1.0,,G,252909177,1.0,1.0,112.0,,,2008
Hercules,1.0,1.0,,100000000,,,Paramount Pictures,29800263,,,1.0,PG-13,244819862,,,98.0,,,2014
X-Men: Dark Phoenix,1.0,1.0,,200000000,,,Twentieth Century Fox,32828348,,,,PG-13,252442974,,,113.0,1.0,,2019
True Grit,,,,38000000,,,Paramount Pictures,24830443,1.0,,,PG-13,252276927,1.0,,110.0,,,2010
Bean,,1.0,,18000000,1.0,,Gramercy Pictures (I),2255233,,1.0,,PG-13,251212670,,,89.0,,,1997
American Hustle,,,,40000000,,1.0,Sony Pictures Entertainment (SPE),740455,1.0,,,R,251171807,,,138.0,,,2013
Enemy of the State,1.0,,,90000000,,,Walt Disney Studios Motion Pictures,20038573,,,,R,250849789,,,132.0,,1.0,1998
You've Got Mail,,,,65000000,1.0,,Warner Bros.,18426749,1.0,,,PG,250821495,,1.0,119.0,,,1998
Eragon,1.0,1.0,,100000000,,,Twentieth Century Fox,23239907,,1.0,1.0,PG,250425512,,,104.0,,,2006
The Mask of Zorro,1.0,1.0,,95000000,1.0,,Sony Pictures Entertainment (SPE),22525855,,,,PG-13,250288523,1.0,1.0,136.0,,1.0,1998
The Ring,,,,48000000,,,DreamWorks Distribution,15015393,,,,PG-13,249348933,1.0,,115.0,,,2002
The Blair Witch Project,,,,60000,,,Artisan Entertainment,1512054,,,,R,248639099,1.0,,81.0,,,1999
Unbreakable,,,,75000000,,,Walt Disney Studios Motion Pictures,30330771,1.0,,,PG-13,248118121,1.0,,106.0,1.0,1.0,2000
Dumb and Dumber,,,,17000000,1.0,,New Line Cinema,16363442,,,,,247275374,,,107.0,,,1994
Glass,,,,20000000,,,Universal Pictures,40328920,1.0,,,PG-13,246999039,,,129.0,1.0,1.0,2019
Grown Ups 2,,,,80000000,1.0,,Sony Pictures Entertainment (SPE),41508572,,,,PG-13,246984278,,,101.0,,,2013
The Peanuts Movie,,1.0,1.0,99000000,1.0,,Twentieth Century Fox,44213073,1.0,1.0,,G,246233113,,,88.0,,,2015
The Godfather,,,,6000000,,1.0,Paramount Pictures,302393,1.0,,,,243862778,,,175.0,,,1972
Rango,,1.0,1.0,135000000,1.0,1.0,Paramount Pictures,38079323,1.0,1.0,,PG,245724603,1.0,,107.0,,,2011
Four Weddings and a Funeral,,,,4400000,1.0,,Gramercy Pictures (I),138486,1.0,,,R,52700832,,1.0,117.0,,,1994
Face/Off,1.0,,,80000000,,1.0,Paramount Pictures,23387530,,,,R,245676146,,,138.0,1.0,1.0,1997
Teenage Mutant Ninja Turtles 2: Out of the Shadows,1.0,1.0,,135000000,1.0,,Paramount Pictures,35316382,,,,PG-13,245623848,,,112.0,1.0,,2016
Dark Shadows,,,,150000000,1.0,,Warner Bros.,29685274,,,1.0,PG-13,245527149,1.0,,113.0,,,2012
Dolittle,,1.0,,175000000,1.0,,Universal Pictures,21844045,,1.0,1.0,PG,245461797,,,101.0,,,2020
Hulk,1.0,,,137000000,,,Universal Pictures,62128420,,,,PG-13,245285165,,,138.0,1.0,,2003
Love Actually,,,,40000000,1.0,,Universal Pictures,6886080,1.0,,,R,244931766,,1.0,135.0,,,2003
Back to the Future Part III,,1.0,,40000000,1.0,,Universal Pictures,19089645,,,,,87727583,1.0,,118.0,1.0,,1990
Pixels,1.0,,,88000000,1.0,,Sony Pictures Entertainment (SPE),24011616,,,1.0,PG-13,244874809,,,105.0,1.0,,2015
Rush Hour,1.0,,,33000000,1.0,1.0,New Line Cinema,33001803,,,,PG-13,244386864,,,98.0,,1.0,1998
Journey to the Center of the Earth,1.0,1.0,,60000000,,,Warner Bros.,21018141,,1.0,1.0,PG,244232688,,,93.0,1.0,,2008
After Earth,1.0,1.0,,130000000,,,Sony Pictures Entertainment (SPE),27520040,,,,PG-13,243611982,,,100.0,1.0,,2013
A Few Good Men,,,,41000000,,,Columbia Pictures,15517468,1.0,,,R,243240178,,,138.0,,1.0,1992
Cloudy with a Chance of Meatballs,,1.0,1.0,100000000,1.0,,Sony Pictures Entertainment (SPE),30304648,1.0,1.0,1.0,PG,243006126,,,90.0,1.0,,2009
8 Mile,,,,41000000,,,Universal Pictures,51240555,1.0,,,R,242875078,1.0,,110.0,,,2002
RoboCop,1.0,,,100000000,,1.0,Sony Pictures Entertainment (SPE),21681430,,,,PG-13,242688965,,,117.0,1.0,1.0,2014
Eraser,1.0,,,100000000,,,Warner Bros.,24566446,1.0,,,R,242295562,,,115.0,,1.0,1996
Alien: Covenant,,,,97000000,,,Twentieth Century Fox,36160621,,,,R,240891763,1.0,,122.0,1.0,1.0,2017
Sully,,,,60000000,,,Warner Bros.,35028301,1.0,,,PG-13,240797623,1.0,,96.0,,,2016
Assassin's Creed,1.0,1.0,,125000000,,,Twentieth Century Fox,10278225,,,,PG-13,240697856,,,115.0,1.0,,2016
Click,,,,82500000,1.0,,Revolution Studios,40011365,1.0,,1.0,PG-13,240685326,,1.0,107.0,,,2006
Resident Evil: Retribution,1.0,,,65000000,,,Screen Gems,21052227,,,,R,240159255,1.0,,95.0,1.0,1.0,2012
Die Hard 2,1.0,,,70000000,,,Twentieth Century Fox,21744661,,,,,117540947,,,124.0,,1.0,1990
Planes,,1.0,1.0,50000000,1.0,,Walt Disney Studios Motion Pictures,22232291,,1.0,,PG,239258712,1.0,,91.0,,,2013
Crazy Rich Asians,,,,30000000,1.0,,Warner Bros.,26510140,1.0,,,PG-13,238532921,,1.0,117.09462915601023,,,2018
Batman & Robin,1.0,,,125000000,,,Warner Bros.,42872605,,,,PG-13,107325195,,,125.0,1.0,,1997
Downton Abbey,,,,13000000,,,Focus Features,31033665,1.0,,,PG,237860050,,1.0,122.0,,,2019
Gulliver's Travels,,1.0,,112000000,1.0,,Twentieth Century Fox,6307691,,1.0,1.0,PG,237382724,,,85.0,,,2010
Gone in 60 Seconds,1.0,,,90000000,,1.0,Walt Disney Studios Motion Pictures,25336048,,,,PG-13,237202299,,,118.0,,1.0,2000
Silver Linings Playbook,,,,21000000,1.0,,The Weinstein Company,443003,1.0,,,R,236412453,,1.0,122.0,,,2012
2 Fast 2 Furious,1.0,,,76000000,,1.0,Universal Pictures,50472480,,,,PG-13,236350661,,,107.0,,1.0,2003
Hidden Figures,,,,25000000,,,Twentieth Century Fox,515499,1.0,,,PG,235956898,1.0,,127.0,,,2016
A.I. Artificial Intelligence,,,,100000000,,,Warner Bros.,29352630,1.0,,,PG-13,235926552,,,146.0,1.0,,2001
Spy,1.0,,,65000000,1.0,,Twentieth Century Fox,29085719,,,,R,235666219,,,117.09462915601023,,,2015
American Pie,,,,11000000,1.0,,Universal Pictures,18709680,,,,R,235483004,,,95.0,,,1999
American Reunion,,,,50000000,1.0,,Universal Pictures,21514080,,,,R,234989584,,,113.0,,,2012
Big Daddy,,,,34200000,1.0,,Sony Pictures Entertainment (SPE),41536370,1.0,,,PG-13,234801895,,,93.0,,,1999
The Day the Earth Stood Still,,,,80000000,,,Twentieth Century Fox,30480153,1.0,,,PG-13,233093859,,,104.0,1.0,1.0,2008
American Wedding,,,,55000000,1.0,,Universal Pictures,33369440,,,,R,232722935,,,96.0,,,2003
The Girl with the Dragon Tattoo,,,,90000000,,1.0,Sony Pictures Entertainment (SPE),12768604,1.0,,,R,232617430,1.0,,158.0,,1.0,2011
Juno,,,,7500000,1.0,,Fox Searchlight Pictures,413869,1.0,,,PG-13,232372681,,,96.0,,,2007
Argo,,,,44500000,,,Warner Bros.,19458109,1.0,,,R,232325503,1.0,,117.09462915601023,,1.0,2012
The English Patient,,,,27000000,,,Miramax,278439,1.0,,,R,231976425,1.0,1.0,162.0,,,1996
Annabelle Comes Home,,,,30000000,,,Warner Bros.,20269723,,,,R,231252591,1.0,,106.0,,1.0,2019
Constantine,1.0,,,100000000,,,Warner Bros.,29769098,,,1.0,R,230884728,1.0,,121.0,,,2005
Get Smart,1.0,1.0,,80000000,1.0,,Warner Bros.,38683480,,,,PG-13,230685453,,,110.0,,,2008
The Heat,1.0,,,43000000,1.0,1.0,Twentieth Century Fox,39115043,,,,R,229930771,,,117.0,,,1996
Ghost Rider,1.0,,,110000000,,,Sony Pictures Entertainment (SPE),45388836,,,1.0,PG-13,228738393,,,110.0,,1.0,2007
Sleepless in Seattle,,,,21000000,1.0,,TriStar Pictures,17253733,1.0,,,PG,126680884,,1.0,105.0,,,1993
The Green Hornet,1.0,,,120000000,1.0,1.0,Sony Pictures Entertainment (SPE),33526876,,,,PG-13,227817248,,,119.0,,,2011
Baby Driver,1.0,,,34000000,,1.0,TriStar Pictures,20553320,1.0,,,R,226945087,1.0,,113.0,,1.0,2017
Immortals,1.0,,,75000000,,,Relativity Media,32206425,1.0,,1.0,R,226904017,,1.0,110.0,,,2011
Taken,1.0,,,25000000,,1.0,Twentieth Century Fox,24717037,,,,PG-13,226837760,,,90.0,,1.0,2008
Percy Jackson & the Olympians: The Lightning Thief,,1.0,,95000000,,,Twentieth Century Fox,31236067,,1.0,1.0,PG,226497209,,,118.0,,,2010
Hansel & Gretel: Witch Hunters,1.0,,,50000000,,,Paramount Pictures,19690956,,,1.0,R,226349749,1.0,,88.0,,,2013
Valerian and the City of a Thousand Planets,1.0,1.0,,177200000,,,STX Entertainment,17007624,,,1.0,PG-13,225874228,,,136.0,1.0,,2017
Ford v Ferrari,1.0,,,97600000,,,Twentieth Century Fox,31474958,1.0,,,PG-13,225508210,1.0,,152.0,,,2019
Jumper,1.0,1.0,,85000000,,,Twentieth Century Fox,27354808,,,,PG-13,225132113,,,88.0,1.0,1.0,2008
The Social Network,,,,40000000,,,Sony Pictures Entertainment (SPE),22445653,1.0,,,PG-13,224920315,1.0,,117.09462915601023,,,2010
Chicken Run,,1.0,1.0,45000000,1.0,,DreamWorks Distribution,17506162,1.0,1.0,,,224834564,,,117.09462915601023,,,2000
Con Air,1.0,,,75000000,,1.0,Walt Disney Studios Motion Pictures,24131738,,,,R,224012234,,,115.0,,1.0,1997
Elf,,1.0,,33000000,1.0,,New Line Cinema,32100000,,1.0,1.0,PG,220443451,,1.0,97.0,,,2003
Interview with the Vampire: The Vampire Chronicles,,,,60000000,,,Warner Bros.,36389705,1.0,,,R,223664608,1.0,,123.0,,,1994
Yes Man,,,,70000000,1.0,,Warner Bros.,18262471,,,,PG-13,223241637,,1.0,104.0,,,2008
Non-Stop,1.0,,,50000000,,,Universal Pictures,28875635,,,,PG-13,222809600,1.0,,106.0,,1.0,2014
Fahrenheit 9/11,,,,6000000,,,Lionsgate,23920637,1.0,,,R,222446882,1.0,,122.0,,,2004
Wild Wild West,1.0,,,170000000,1.0,,Warner Bros.,27687484,,,,PG-13,222104681,1.0,,106.0,1.0,,1999
Geostorm,1.0,,,120000000,,,Warner Bros.,13707376,,,,PG-13,221600160,,,109.0,1.0,1.0,2017
Scary Movie 3,,,,48000000,1.0,,Dimension Films,49700000,,,,PG-13,220673217,,,84.0,,,2003
Collateral,,,,65000000,,1.0,DreamWorks Distribution,24701458,1.0,,,R,220239925,,,117.09462915601023,,1.0,2004
Inferno,1.0,1.0,,75000000,,1.0,Sony Pictures Entertainment (SPE),14860425,1.0,,,PG-13,220021259,1.0,,121.0,,1.0,2016
Knocked Up,,,,30000000,1.0,,Universal Pictures,30690990,,,,R,219922417,,1.0,129.0,,,2007
Green Lantern,1.0,1.0,,200000000,,,Warner Bros.,53174303,,,,PG-13,219851172,,,114.0,1.0,,2011
What Happens in Vegas,,,,35000000,1.0,,Twentieth Century Fox,20172474,,,,PG-13,219375562,,1.0,99.0,,,2008
It's Complicated,,,,85000000,1.0,,Universal Pictures,22100820,1.0,,,R,219103655,,1.0,121.0,,,2009
The Terminal,,,,60000000,1.0,,DreamWorks Distribution,19053199,1.0,,,PG-13,219100084,,1.0,128.0,,,2004
Captain Phillips,,1.0,,55000000,,1.0,Sony Pictures Entertainment (SPE),25718314,1.0,,,PG-13,218791811,1.0,,134.0,,1.0,2013
The Prince of Egypt,,1.0,1.0,70000000,,,DreamWorks Distribution,14524321,1.0,1.0,1.0,PG,218613188,1.0,,99.0,,,1998
Jack Reacher,1.0,,,60000000,,,Paramount Pictures,15210156,,,,PG-13,218340595,,,130.0,,1.0,2012
Kingdom of Heaven,1.0,1.0,,130000000,,,Twentieth Century Fox,19635996,1.0,,,R,218122627,1.0,,144.0,,,2005
The Emoji Movie,,1.0,1.0,50000000,1.0,,Sony Pictures Entertainment (SPE),24531923,,1.0,1.0,PG,217776646,,,86.0,,,2017
Dracula Untold,1.0,,,70000000,,,Universal Pictures,23514615,1.0,,1.0,PG-13,217124280,1.0,,92.0,,,2014
Central Intelligence,1.0,,,50000000,1.0,1.0,Warner Bros.,35535250,,,,PG-13,216972543,,,107.0,,,2016
Million Dollar Baby,,,,30000000,,,Warner Bros.,179953,1.0,,,PG-13,216763646,1.0,,132.0,,,2004
The Help,,,,25000000,,,Walt Disney Studios Motion Pictures,26044590,1.0,,,PG-13,216639112,,,146.0,,,2011
Twins,,,,15000000,1.0,1.0,Universal Pictures,11174980,,,,,216614388,,,107.0,,,1988
Little Women,,,,40000000,,,Sony Pictures Entertainment (SPE),16755310,1.0,,,PG,216601214,,1.0,135.0,,,2019
Valentine's Day,,,,52000000,1.0,,Warner Bros.,56260707,,,,PG-13,216485654,,1.0,125.0,,,2010
Bad Teacher,,,,20000000,1.0,,Sony Pictures Entertainment (SPE),31603106,,,,R,216197492,,1.0,92.0,,,2011
Clear and Present Danger,1.0,,,62000000,,1.0,Paramount Pictures,20348017,1.0,,,PG-13,215887717,,,141.0,,1.0,1994
Ted 2,,,,68000000,1.0,,Universal Pictures,33507870,,,,R,215863606,,,115.0,,,2015
Dracula,,,,40000000,,,Columbia Pictures,30521679,,,,R,82522790,1.0,,128.0,,,1992
Vertical Limit,1.0,1.0,,75000000,,,Sony Pictures Entertainment (SPE),15507845,1.0,,,PG-13,215663859,,,124.0,,1.0,2000
The Patriot,1.0,,,110000000,,,Sony Pictures Entertainment (SPE),22413710,1.0,,,R,215294342,1.0,,165.0,,,2000
The Sorcerer's Apprentice,1.0,1.0,,150000000,,,Walt Disney Studios Motion Pictures,17619622,,1.0,1.0,PG,215283742,,,109.0,,,2010
Just Go with It,,,,80000000,1.0,,Sony Pictures Entertainment (SPE),30514732,,,,PG-13,214945591,,1.0,117.0,,,2011
Dirty Dancing,,,,6000000,,,Vestron Pictures,3900000,1.0,,,,63446382,1.0,1.0,100.0,,,1987
Creed II,,,,50000000,,,Metro-Goldwyn-Mayer (MGM),35574710,1.0,,,PG-13,214215889,1.0,,130.0,,,2018
Public Enemies,,,,100000000,,1.0,Universal Pictures,25271675,1.0,,,R,214104620,1.0,,140.0,,,2009
The Bourne Identity,1.0,,,60000000,,,Universal Pictures,27118640,,,,PG-13,214034224,1.0,,119.0,,1.0,2002
Disclosure,,,,55000000,,,Warner Bros.,10068126,1.0,,,R,214015089,,,128.0,,1.0,1994
Pulp Fiction,,,,8000000,,1.0,Miramax,9311882,1.0,,,R,107928762,,,154.0,,,1994
The Aviator,,,,110000000,,,Miramax,858021,1.0,,,PG-13,213719942,1.0,,170.0,,,2004
"Crouching Tiger, Hidden Dragon",1.0,1.0,,17000000,,,Sony Pictures Classics,663205,,,1.0,PG-13,213525736,,1.0,117.09462915601023,,,2000
Braveheart,,,,72000000,,,Paramount Pictures,9938276,1.0,,,R,75609945,1.0,,178.0,,,1995
Into the Woods,,1.0,,50000000,1.0,,Walt Disney Studios Motion Pictures,31051923,1.0,,1.0,PG,212902372,1.0,,125.0,,,2014
Bedtime Stories,,1.0,,80000000,1.0,,Walt Disney Studios Motion Pictures,27450296,,1.0,1.0,PG,212874864,,1.0,99.0,1.0,,2008
Miss Congeniality,1.0,,,45000000,1.0,1.0,Warner Bros.,10046534,,,,PG-13,212742720,,1.0,109.0,,,2000
Entrapment,1.0,,,66000000,,1.0,Twentieth Century Fox,20145595,,,,PG-13,212404396,,1.0,113.0,,1.0,1999
End of Days,1.0,,,100000000,,,Universal Pictures,20523595,,,1.0,R,211989043,1.0,,122.0,,1.0,1999
Bridget Jones's Baby,,,,35000000,1.0,,Universal Pictures,8571785,1.0,,,R,211952420,,1.0,123.0,,,2016
Fury,1.0,,,68000000,,,Sony Pictures Entertainment (SPE),23702421,1.0,,,R,211817906,1.0,,134.0,,,2014
Battle Los Angeles,1.0,,,70000000,,,Sony Pictures Entertainment (SPE),35573187,,,,PG-13,211819354,,,116.0,1.0,,2011
Australia,,1.0,,130000000,1.0,,Twentieth Century Fox,14800723,1.0,,,PG-13,211787511,1.0,1.0,165.0,,,2008
Due Date,,,,65000000,1.0,,Warner Bros.,32689406,1.0,,,R,211780824,,,95.0,,,2010
Master and Commander: The Far Side of the World,1.0,1.0,,150000000,,,Twentieth Century Fox,25105990,1.0,,,PG-13,211622535,1.0,,138.0,,,2003
A Series of Unfortunate Events,,1.0,,140000000,1.0,,Paramount Pictures,30061756,,1.0,1.0,PG,211468235,,,108.0,,,2004
District 9,1.0,,,30000000,,,TriStar Pictures,37354308,,,,R,210888950,,,112.0,1.0,1.0,2009
The Others,,,,17000000,,,Miramax,14089952,,,,PG-13,209947037,1.0,,101.0,,1.0,2001
Horrible Bosses,,,,35000000,1.0,1.0,Warner Bros.,28302165,,,,R,209838559,,,98.0,,,2011
Red Dragon,,,,78000000,,1.0,Universal Pictures,36540945,1.0,,,R,209196298,,,124.0,,1.0,2002
Tomorrowland,1.0,1.0,,190000000,,,Walt Disney Studios Motion Pictures,33028165,,1.0,1.0,PG,209035668,1.0,,130.0,1.0,,2015
Me Before You,,,,20000000,,,Warner Bros.,18723269,1.0,,,PG-13,208314186,,1.0,106.0,,,2016
Safe House,1.0,,,85000000,,,Universal Pictures,40172720,,,,R,208076205,,,115.0,,1.0,2012
S.W.A.T.,1.0,1.0,,80000000,,1.0,Sony Pictures Entertainment (SPE),37062535,,,,PG-13,207725639,,,117.0,,1.0,2003
The Fast and the Furious,1.0,,,38000000,,1.0,Universal Pictures,40089015,,,,PG-13,207283925,,,106.0,,1.0,2001
Paranormal Activity 3,,,,5000000,,,Paramount Pictures,52568183,,,,R,207039844,1.0,,83.0,,,2011
Philadelphia,,,,26000000,,,TriStar Pictures,143433,1.0,,,PG-13,206678440,,,125.0,,,1993
Sleepy Hollow,,,,100000000,,,Paramount Pictures,30060467,,,1.0,R,206071502,1.0,,105.0,,,1999
The Holiday,,,,85000000,1.0,,Sony Pictures Entertainment (SPE),12778913,,,,PG-13,205841885,,1.0,136.0,,,2006
