link_stub,title,World Lifetime Gross,Domestic Lifetime Gross,Domestic %,Foreign Lifetime Gross,Foreign %,year,Domestic Distributor,Domestic Opening,budget,MPAA,Running Time,genres,Original Release Domestic,Original Release International,Original Release Worldwide
/title/tt0239395/?ref_=bo_cso_table_37,Cats & Dogs,"$200,687,492","$93,385,515",46.5%,"$107,301,977",53.5%,2001,"Warner Bros.

",21707617,60000000,PG,87,"['Action', 'Comedy', 'Family', 'Fantasy']",93385515,107301977,200687492
/title/tt0099810/?ref_=bo_cso_table_38,The Hunt for Red October,"$200,512,643","$122,012,643",60.8%,"$78,500,000",39.2%,1990,"Paramount Pictures

",17161835,30000000,,135,"['Action', 'Adventure', 'Thriller']",122012643,78500000,200512643
/title/tt1854564/?ref_=bo_cso_table_39,Percy Jackson: Sea of Monsters,"$199,850,315","$68,559,554",34.3%,"$131,290,761",65.7%,2013,"Twentieth Century Fox

",14401054,90000000,PG,106,"['Adventure', 'Family', 'Fantasy', 'Thriller']",68559554,131290761,199850315
/title/tt0313737/?ref_=bo_cso_table_40,Two Weeks Notice,"$199,043,471","$93,354,851",46.9%,"$105,688,620",53.1%,2002,"Warner Bros.

",14328494,60000000,PG-13,101,"['Comedy', 'Romance']",93354851,105688391,199043242
/title/tt1245526/?ref_=bo_cso_table_41,RED,"$199,006,387","$90,380,162",45.4%,"$108,626,225",54.6%,2010,"Summit Entertainment

",21761408,58000000,PG-13,111,"['Action', 'Comedy', 'Crime', 'Thriller']",90380162,108626225,199006387
/title/tt9597838/?ref_=bo_cso_table_42,Shock Wave 2,"$198,921,659",-,-,"$198,921,659",100%,2020,,0,0,,0,"['Action', 'Crime', 'Thriller']",0,198921659,198921659
/title/tt0120632/?ref_=bo_cso_table_43,City of Angels,"$198,685,114","$78,685,114",39.6%,"$120,000,000",60.4%,1998,"Warner Bros.

",15369048,0,PG-13,114,"['Drama', 'Fantasy', 'Romance']",78685114,120000000,198685114
/title/tt0395699/?ref_=bo_cso_table_44,The Pacifier,"$198,636,868","$113,086,868",56.9%,"$85,550,000",43.1%,2005,"Walt Disney Studios Motion Pictures

",30552694,56000000,PG,95,"['Action', 'Comedy', 'Drama', 'Family']",113086868,85550000,198636868
/title/tt0343660/?ref_=bo_cso_table_45,50 First Dates,"$198,520,934","$120,908,074",60.9%,"$77,612,860",39.1%,2004,"Sony Pictures Entertainment (SPE)

",39852237,75000000,PG-13,99,"['Comedy', 'Drama', 'Romance']",120908074,77612860,198520934
/title/tt8755316/?ref_=bo_cso_table_47,The Island,"$198,326,350","$670,883",0.3%,"$197,655,467",99.7%,2018,"Well Go USA Entertainment

",263412,0,,134,"['Comedy', 'Drama']",670883,197655467,198326350
/title/tt1649419/?ref_=bo_cso_table_48,The Impossible,"$198,087,212","$19,019,882",9.6%,"$179,067,330",90.4%,2012,"Lionsgate

",143818,0,PG-13,114,"['Drama', 'History', 'Thriller']",19019882,179067330,198087212
/title/tt2459022/?ref_=bo_cso_table_49,Lost in Thailand,"$197,757,387","$57,387",<0.1%,"$197,700,000",100%,2012,AMC Theaters,32206,0,,105,"['Adventure', 'Comedy', 'Drama']",57387,197700000,197757387
/title/tt4575576/?ref_=bo_cso_table_50,Christopher Robin,"$197,744,377","$99,215,042",50.2%,"$98,529,335",49.8%,2018,"Walt Disney Studios Motion Pictures

",24585139,75000000,PG,104,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Musical']",99215042,98529335,197744377
/title/tt8165192/?ref_=bo_cso_table_51,Raging Fire,"$197,693,073","$368,301",0.2%,"$197,324,772",99.8%,2021,"Well Go USA Entertainment

",101926,0,,126,"['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']",368301,197324772,197693073
/title/tt1351685/?ref_=bo_cso_table_52,Jack the Giant Slayer,"$197,687,603","$65,187,603",33%,"$132,500,000",67%,2013,"Warner Bros.

",27202226,195000000,PG-13,114,"['Adventure', 'Comedy', 'Family', 'Fantasy']",65187603,132500000,197687603
/title/tt2398241/?ref_=bo_cso_table_53,Smurfs: The Lost Village,"$197,183,546","$45,020,282",22.8%,"$152,163,264",77.2%,2017,"Sony Pictures Entertainment (SPE)

",13210449,60000000,PG,90,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",45020282,152163264,197183546
/title/tt13696296/?ref_=bo_cso_table_54,Chinese Doctors,"$197,143,218",-,-,"$197,143,218",100%,2021,,0,0,,129,['Drama'],0,197143218,197143218
/title/tt0338459/?ref_=bo_cso_table_55,Spy Kids 3-D: Game Over,"$197,101,678","$111,761,982",56.7%,"$85,339,696",43.3%,2003,"Dimension Films

",32500000,38000000,PG,84,"['Action', 'Adventure', 'Comedy', 'Family', 'Science fiction']",111761982,85250000,197011982
/title/tt0258000/?ref_=bo_cso_table_56,Panic Room,"$197,079,546","$96,397,334",48.9%,"$100,682,212",51.1%,2002,"Sony Pictures Entertainment (SPE)

",30056751,48000000,R,112,"['Crime', 'Drama', 'Thriller']",96397334,100000081,196397415
/title/tt2203939/?ref_=bo_cso_table_57,The Other Woman,"$196,710,396","$83,911,193",42.7%,"$112,799,203",57.3%,2014,"Twentieth Century Fox

",24763752,40000000,PG-13,109,"['Comedy', 'Romance']",83911193,112799203,196710396
/title/tt0111282/?ref_=bo_cso_table_58,Stargate,"$196,567,262","$71,567,262",36.4%,"$125,000,000",63.6%,1994,"Metro-Goldwyn-Mayer (MGM)

",16651018,0,PG-13,116,"['Action', 'Adventure', 'Science fiction']",71567262,125000000,196567262
/title/tt0442933/?ref_=bo_cso_table_59,Beowulf,"$196,393,745","$82,280,579",41.9%,"$114,113,166",58.1%,2007,"Paramount Pictures

",27515871,150000000,PG-13,115,"['Action', 'Adventure', 'Animation', 'Fantasy']",82280579,114113166,196393745
/title/tt1606389/?ref_=bo_cso_table_60,The Vow,"$196,114,570","$125,014,030",63.8%,"$71,100,540",36.2%,2012,"Screen Gems

",41202458,30000000,PG-13,104,"['Drama', 'Romance']",125014030,71100540,196114570
/title/tt0305224/?ref_=bo_cso_table_61,Anger Management,"$195,745,823","$135,645,823",69.3%,"$60,100,000",30.7%,2003,"Revolution Studios

",42220847,75000000,PG-13,106,['Comedy'],135645823,60100000,195745823
/title/tt0942385/?ref_=bo_cso_table_62,Tropic Thunder,"$195,702,963","$110,515,313",56.5%,"$85,187,650",43.5%,2008,"DreamWorks

",25812796,92000000,R,107,"['Action', 'Comedy', 'War']",110515313,85187498,195702811
/title/tt5580390/?ref_=bo_cso_table_63,The Shape of Water,"$195,333,312","$63,859,435",32.7%,"$131,473,877",67.3%,2017,"Fox Searchlight Pictures

",166564,0,R,123,"['Adventure', 'Drama', 'Fantasy', 'Romance', 'Science fiction', 'Thriller']",63859435,131473877,195333312
/title/tt0107798/?ref_=bo_cso_table_64,The Pelican Brief,"$195,268,056","$100,768,056",51.6%,"$94,500,000",48.4%,1993,"Warner Bros.

",16864404,0,PG-13,141,"['Crime', 'Drama', 'Mystery', 'Thriller']",100768056,94500000,195268056
/title/tt3691740/?ref_=bo_cso_table_65,The BFG,"$195,243,411","$55,483,770",28.4%,"$139,759,641",71.6%,2016,"Walt Disney Studios Motion Pictures

",18775350,140000000,PG,117,"['Adventure', 'Family', 'Fantasy']",55483770,139759641,195243411
/title/tt2066051/?ref_=bo_cso_table_66,Rocketman,"$195,179,299","$96,368,160",49.4%,"$98,811,139",50.6%,2019,"Paramount Pictures

",25725722,40000000,R,121,"['Biography', 'Drama', 'Music', 'Musical']",96368160,98811139,195179299
/title/tt2361509/?ref_=bo_cso_table_67,The Intern,"$194,564,672","$75,764,672",38.9%,"$118,800,000",61.1%,2015,"Warner Bros.

",17728313,35000000,PG-13,121,"['Comedy', 'Drama']",75764672,118800000,194564672
/title/tt0312004/?ref_=bo_cso_table_68,Wallace & Gromit: The Curse of the Were-Rabbit,"$194,137,091","$56,110,897",28.9%,"$138,026,194",71.1%,2005,"DreamWorks Distribution

",16025987,30000000,,85,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Mystery', 'Science fiction']",56110897,138000274,194111171
/title/tt0377981/?ref_=bo_cso_table_69,Gnomeo & Juliet,"$193,967,670","$99,967,670",51.5%,"$94,000,000",48.5%,2011,"Walt Disney Studios Motion Pictures

",25356909,0,,84,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']",99967670,94000000,193967670
/title/tt9426210/?ref_=bo_cso_table_70,Weathering with You,"$193,932,489","$8,056,636",4.2%,"$185,875,853",95.8%,2019,"GKIDS

",1808533,0,PG-13,112,"['Animation', 'Drama', 'Fantasy', 'Romance']",8056636,185875853,193932489
/title/tt0164184/?ref_=bo_cso_table_71,The Sum of All Fears,"$193,921,372","$118,907,036",61.3%,"$75,014,336",38.7%,2002,"Paramount Pictures

",31178526,68000000,PG-13,124,"['Action', 'Drama', 'Thriller', 'War']",118907036,75014336,193921372
/title/tt0217505/?ref_=bo_cso_table_72,Gangs of New York,"$193,772,504","$77,812,000",40.2%,"$115,960,504",59.8%,2002,"Miramax

",9100000,100000000,R,167,"['Crime', 'Drama']",77812000,115960504,193772504
/title/tt4591310/?ref_=bo_cso_table_73,The Monkey King 2,"$193,678,298","$709,982",0.4%,"$192,968,316",99.6%,2016,"China Lion Film Distribution

",166391,0,,119,"['Action', 'Adventure', 'Fantasy']",709982,192968316,193678298
/title/tt1179904/?ref_=bo_cso_table_74,Paranormal Activity,"$193,355,800","$107,918,810",55.8%,"$85,436,990",44.2%,2009,"Paramount Pictures

",77873,15000,R,86,"['Horror', 'Mystery']",107918810,85436990,193355800
/title/tt0455944/?ref_=bo_cso_table_75,The Equalizer,"$192,330,738","$101,530,738",52.8%,"$90,800,000",47.2%,2014,"Sony Pictures Entertainment (SPE)

",34137828,55000000,R,132,"['Action', 'Crime', 'Thriller']",101530738,90800000,192330738
/title/tt3513498/?ref_=bo_cso_table_76,The Lego Movie 2: The Second Part,"$192,306,508","$105,806,508",55%,"$86,500,000",45%,2019,"Warner Bros.

",34115335,99000000,PG,107,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Science fiction']",105806508,86500000,192306508
/title/tt11210032/?ref_=bo_cso_table_77,Sheep Without a Shepherd,"$191,602,146",-,-,"$191,602,146",100%,2019,,0,0,,112,"['Crime', 'Drama', 'Thriller']",0,191602146,191602146
/title/tt0398165/?ref_=bo_cso_table_79,The Longest Yard,"$191,466,556","$158,119,460",82.6%,"$33,347,096",17.4%,2005,"Paramount Pictures

",47606480,82000000,PG-13,113,"['Comedy', 'Crime', 'Sport']",158119460,33347096,191466556
/title/tt0111070/?ref_=bo_cso_table_80,The Santa Clause,"$190,539,357","$145,539,357",76.4%,"$45,000,000",23.6%,1994,"Walt Disney Studios Motion Pictures

",19321992,22000000,PG,97,"['Comedy', 'Drama', 'Family', 'Fantasy']",144833357,0,144833357
/title/tt0349205/?ref_=bo_cso_table_81,Cheaper by the Dozen,"$190,538,630","$138,614,544",72.8%,"$51,924,086",27.2%,2003,"Twentieth Century Fox

",27557647,40000000,PG,98,"['Comedy', 'Family']",138614544,51597569,190212113
/title/tt3766354/?ref_=bo_cso_table_82,The Equalizer 2,"$190,400,157","$102,084,362",53.6%,"$88,315,795",46.4%,2018,"Sony Pictures Entertainment (SPE)

",36011640,62000000,R,121,"['Action', 'Crime', 'Thriller']",102084362,88315795,190400157
/title/tt0164052/?ref_=bo_cso_table_83,Hollow Man,"$190,213,455","$73,209,340",38.5%,"$117,004,115",61.5%,2000,"Sony Pictures Entertainment (SPE)

",26414386,95000000,R,112,"['Action', 'Horror', 'Science fiction', 'Thriller']",73209340,117004115,190213455
/title/tt0114069/?ref_=bo_cso_table_84,Outbreak,"$189,859,560","$67,659,560",35.6%,"$122,200,000",64.4%,1995,"Warner Bros.

",13420387,0,R,127,"['Action', 'Drama', 'Thriller']",67659560,122200000,189859560
/title/tt8239806/?ref_=bo_cso_table_85,The White Storm 2: Drug Lords,"$189,396,380","$609,461",0.3%,"$188,786,919",99.7%,2019,CMC Pictures,244795,0,,99,"['Action', 'Crime']",609461,188786919,189396380
/title/tt0120902/?ref_=bo_cso_table_86,The X Files,"$189,176,423","$83,898,313",44.4%,"$105,278,110",55.6%,1998,"Twentieth Century Fox

",30138758,0,PG-13,121,"['Drama', 'Mystery', 'Science fiction', 'Thriller']",83898313,105278110,189176423
/title/tt3890264/?ref_=bo_cso_table_87,Breakup Buddies,"$189,017,596","$777,896",0.4%,"$188,239,700",99.6%,2014,"China Lion Film Distribution

",230204,0,,116,"['Comedy', 'Drama', 'Romance']",777896,188239700,189017596
/title/tt0095956/?ref_=bo_cso_table_88,Rambo III,"$189,015,611","$53,715,611",28.4%,"$135,300,000",71.6%,1988,"TriStar Pictures

",13034238,63000000,,102,"['Action', 'Adventure']",53715611,135300000,189015611
/title/tt0359950/?ref_=bo_cso_table_89,The Secret Life of Walter Mitty,"$188,133,322","$58,236,838",31%,"$129,896,484",69%,2013,"Twentieth Century Fox

",12765508,90000000,PG,114,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']",58236838,129896484,188133322
/title/tt7183578/?ref_=bo_cso_table_90,Project Gutenberg,"$188,116,796",-,-,"$188,116,796",100%,2018,,0,0,,130,"['Action', 'Crime', 'Mystery', 'Thriller']",0,188116796,188116796
/title/tt0077766/?ref_=bo_cso_table_91,Jaws 2,"$187,884,007","$81,766,007",43.5%,"$106,118,000",56.5%,1978,"Universal Pictures

",9866023,0,,116,"['Adventure', 'Horror', 'Thriller']",77737272,0,77737272
/title/tt2024544/?ref_=bo_cso_table_92,12 Years a Slave,"$187,733,202","$56,671,993",30.2%,"$131,061,209",69.8%,2013,"Fox Searchlight Pictures

",923715,20000000,R,134,"['Biography', 'Drama', 'History']",56671993,131061209,187733202
/title/tt0113277/?ref_=bo_cso_table_93,Heat,"$187,436,818","$67,436,818",36%,"$120,000,000",64%,1995,"Warner Bros.

",8445656,0,R,170,"['Crime', 'Drama', 'Thriller']",67436818,64,67436882
/title/tt1396218/?ref_=bo_cso_table_94,Mr. Popper's Penguins,"$187,361,754","$68,224,452",36.4%,"$119,137,302",63.6%,2011,"Twentieth Century Fox

",18445355,55000000,PG,94,"['Comedy', 'Family', 'Fantasy']",68224452,119137302,187361754
/title/tt0391198/?ref_=bo_cso_table_95,The Grudge,"$187,281,115","$110,359,362",58.9%,"$76,921,753",41.1%,2004,"Sony Pictures Entertainment (SPE)

",39128715,10000000,PG-13,91,"['Horror', 'Mystery', 'Thriller']",110359362,76921753,187281115
/title/tt0762107/?ref_=bo_cso_table_96,I Now Pronounce You Chuck & Larry,"$187,134,117","$120,059,556",64.2%,"$67,074,561",35.8%,2007,"Universal Pictures

",34233750,85000000,PG-13,115,"['Comedy', 'Romance']",120059556,67074561,187134117
/title/tt0119314/?ref_=bo_cso_table_97,The Horse Whisperer,"$186,883,563","$75,383,563",40.3%,"$111,500,000",59.7%,1998,"Walt Disney Studios Motion Pictures

",13685488,0,PG-13,169,"['Drama', 'Romance', 'Western']",75383563,111500000,186883563
/title/tt0358273/?ref_=bo_cso_table_98,Walk the Line,"$186,797,986","$119,519,402",64%,"$67,278,584",36%,2005,"Twentieth Century Fox

",22347341,28000000,PG-13,136,"['Biography', 'Drama', 'Music', 'Romance']",119519402,67278584,186797986
/title/tt4818250/?ref_=bo_cso_table_99,Jian Bing Man,"$186,699,768",-,-,"$186,699,768",100%,2015,,0,0,,113,['Comedy'],0,186683536,186683536
/title/tt0283426/?ref_=bo_cso_table_100,The Jungle Book 2,"$186,303,759","$47,901,582",25.7%,"$138,402,177",74.3%,2003,"Walt Disney Studios Motion Pictures

",11441733,20000000,,72,"['Adventure', 'Animation', 'Family', 'Musical']",47901582,87802017,135703599
/title/tt1144884/?ref_=bo_cso_table_101,The Final Destination,"$186,167,139","$66,477,700",35.7%,"$119,689,439",64.3%,2009,"Warner Bros.

",27408309,40000000,R,82,"['Action', 'Horror', 'Thriller']",66477700,119689439,186167139
/title/tt0230011/?ref_=bo_cso_table_102,Atlantis: The Lost Empire,"$186,053,725","$84,056,472",45.2%,"$101,997,253",54.8%,2001,"Walt Disney Studios Motion Pictures

",329011,120000000,PG,95,"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy', 'Science fiction']",84056472,101997253,186053725
/title/tt0454848/?ref_=bo_cso_table_103,Inside Man,"$186,003,591","$88,513,495",47.6%,"$97,490,096",52.4%,2006,"Universal Pictures

",28954945,45000000,R,129,"['Crime', 'Drama', 'Mystery', 'Thriller']",88513495,97490096,186003591
/title/tt0120484/?ref_=bo_cso_table_104,The Waterboy,"$185,991,646","$161,491,646",86.8%,"$24,500,000",13.2%,1998,"Walt Disney Studios Motion Pictures

",39414071,23000000,PG-13,90,"['Comedy', 'Sport']",161491646,24500000,185991646
/title/tt0970179/?ref_=bo_cso_table_105,Hugo,"$185,770,310","$73,864,507",39.8%,"$111,905,803",60.2%,2011,"Paramount Pictures

",11364505,0,PG,126,"['Drama', 'Family', 'Fantasy', 'Mystery']",73864507,111905653,185770160
/title/tt4765284/?ref_=bo_cso_table_106,Pitch Perfect 3,"$185,400,345","$104,897,530",56.6%,"$80,502,815",43.4%,2017,"Universal Pictures

",19928525,45000000,PG-13,93,"['Comedy', 'Music']",104897530,80502815,185400345
/title/tt0409459/?ref_=bo_cso_table_107,Watchmen,"$185,382,813","$107,509,799",58%,"$77,873,014",42%,2009,"Warner Bros.

",55214334,130000000,R,162,"['Action', 'Drama', 'Mystery', 'Science fiction']",107509799,77873014,185382813
/title/tt0115685/?ref_=bo_cso_table_108,The Birdcage,"$185,260,553","$124,060,553",67%,"$61,200,000",33%,1996,"Metro-Goldwyn-Mayer (MGM)

",18275828,0,R,117,['Comedy'],124060553,61200000,185260553
/title/tt0203009/?ref_=bo_cso_table_109,Moulin Rouge!,"$184,935,320","$57,386,607",31%,"$127,548,713",69%,2001,"Twentieth Century Fox

",167540,50000000,PG-13,127,"['Drama', 'Musical', 'Romance']",57386607,121826827,179213434
/title/tt0029583/?ref_=bo_cso_table_110,Snow White and the Seven Dwarfs,"$184,925,486","$184,925,486",100%,$0,-,1937,"Walt Disney Studios Motion Pictures

",0,1499000,Approved,83,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",66596803,0,66596803
/title/tt1411704/?ref_=bo_cso_table_111,Hop,"$183,954,145","$108,085,305",58.8%,"$75,868,840",41.2%,2011,"Universal Pictures

",37543710,63000000,PG,95,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",108085305,75868418,183953723
/title/tt4651520/?ref_=bo_cso_table_112,Bad Moms,"$183,936,074","$113,257,297",61.6%,"$70,678,777",38.4%,2016,"STX Entertainment

",23817340,20000000,R,100,['Comedy'],113257297,70678777,183936074
/title/tt1617661/?ref_=bo_cso_table_113,Jupiter Ascending,"$183,887,723","$47,387,723",25.8%,"$136,500,000",74.2%,2015,"Warner Bros.

",18372372,176000000,PG-13,127,"['Action', 'Adventure', 'Science fiction']",47387723,136500000,183887723
/title/tt0448011/?ref_=bo_cso_table_114,Knowing,"$183,658,498","$79,957,634",43.5%,"$103,700,864",56.5%,2007,"Summit Entertainment

",24604751,50000000,PG-13,121,"['Action', 'Drama', 'Science fiction', 'Thriller']",79957634,103700864,183658498
/title/tt0211181/?ref_=bo_cso_table_115,102 Dalmatians,"$183,611,771","$66,957,026",36.5%,"$116,654,745",63.5%,2000,"Walt Disney Studios Motion Pictures

",19883351,85000000,,100,"['Adventure', 'Comedy', 'Family']",66957026,116654745,183611771
/title/tt3331846/?ref_=bo_cso_table_116,Stand by Me Doraemon,"$183,442,714",-,-,"$183,442,714",100%,2014,,0,0,,95,"['Animation', 'Comedy', 'Drama', 'Family', 'Science fiction']",0,183442714,183442714
/title/tt4624424/?ref_=bo_cso_table_117,Storks,"$183,388,953","$72,679,278",39.6%,"$110,709,675",60.4%,2016,"Warner Bros.

",21311407,70000000,PG,87,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",72679278,110709675,183388953
/title/tt1114740/?ref_=bo_cso_table_118,Paul Blart: Mall Cop,"$183,348,429","$146,336,178",79.8%,"$37,012,251",20.2%,2009,"Sony Pictures Entertainment (SPE)

",31832636,26000000,PG,91,"['Action', 'Comedy', 'Crime', 'Family']",146336178,37012251,183348429
/title/tt0105793/?ref_=bo_cso_table_119,Wayne's World,"$183,097,323","$121,697,323",66.5%,"$61,400,000",33.5%,1992,"Paramount Pictures

",18122710,20000000,PG-13,94,"['Comedy', 'Music']",121697323,61400000,183097323
/title/tt0110478/?ref_=bo_cso_table_120,Maverick,"$183,031,272","$101,631,272",55.5%,"$81,400,000",44.5%,1994,"Warner Bros.

",17248545,0,PG,127,"['Action', 'Adventure', 'Comedy', 'Thriller', 'Western']",101631272,81400000,183031272
/title/tt1667353/?ref_=bo_cso_table_121,Mirror Mirror,"$183,018,522","$64,935,167",35.5%,"$118,083,355",64.5%,2012,"Relativity Media

",18132085,85000000,PG,106,"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",64935167,118083355,183018522
/title/tt0120744/?ref_=bo_cso_table_122,The Man in the Iron Mask,"$182,968,902","$56,968,902",31.1%,"$126,000,000",68.9%,1998,"Metro-Goldwyn-Mayer (MGM)

",17271450,0,PG-13,132,"['Action', 'Adventure', 'Drama']",56968902,126000000,182968902
/title/tt0101540/?ref_=bo_cso_table_123,Cape Fear,"$182,291,969","$79,091,969",43.4%,"$103,200,000",56.6%,1991,"Universal Pictures

",10261025,0,R,128,"['Crime', 'Thriller']",79091969,103200000,182291969
/title/tt0338094/?ref_=bo_cso_table_124,The Haunted Mansion,"$182,290,266","$75,847,266",41.6%,"$106,443,000",58.4%,2003,"Walt Disney Studios Motion Pictures

",24278410,90000000,PG,99,"['Comedy', 'Family', 'Fantasy', 'Horror', 'Mystery']",75847266,106443000,182290266
/title/tt1717715/?ref_=bo_cso_table_125,The Monkey King Havoc in Heavens Palace,"$182,206,924",-,-,"$182,206,924",100%,2014,,0,0,,119,"['Action', 'Adventure', 'Family', 'Fantasy']",0,175835580,175835580
/title/tt0114924/?ref_=bo_cso_table_126,While You Were Sleeping,"$182,057,016","$81,057,016",44.5%,"$101,000,000",55.5%,1995,"Walt Disney Studios Motion Pictures

",9288915,17000000,PG,103,"['Comedy', 'Drama', 'Romance']",81057016,0,81057016
/title/tt0112579/?ref_=bo_cso_table_127,The Bridges of Madison County,"$182,016,617","$71,516,617",39.3%,"$110,500,000",60.7%,1995,"Warner Bros.

",10519257,24000000,PG-13,135,"['Drama', 'Romance']",71516617,110500000,182016617
/title/tt5237980/?ref_=bo_cso_table_128,From Vegas to Macau III,"$181,732,879",-,-,"$181,732,879",100%,2016,,0,0,,113,"['Comedy', 'Drama']",0,181732879,181732879
