link_stub,title,World Lifetime Gross,Domestic Lifetime Gross,Domestic %,Foreign Lifetime Gross,Foreign %,year,Domestic Distributor,Domestic Opening,budget,MPAA,Running Time,genres,Original Release Domestic,Original Release International,Original Release Worldwide
/title/tt0119738/?ref_=bo_cso_table_112,My Best Friend's Wedding,"$299,288,605","$127,120,029",42.5%,"$172,168,576",57.5%,1997,"Sony Pictures Entertainment (SPE)

",21678377,38000000,PG-13,105,"['Comedy', 'Drama', 'Romance']",127120029,172168576,299288605
/title/tt0433035/?ref_=bo_cso_table_113,Real Steel,"$299,268,508","$85,468,508",28.6%,"$213,800,000",71.4%,2011,"Walt Disney Studios Motion Pictures

",27319677,0,PG-13,127,"['Action', 'Drama', 'Science fiction', 'Sport']",85468508,213800000,299268508
/title/tt0451079/?ref_=bo_cso_table_114,Horton Hears a Who!,"$298,572,799","$154,529,439",51.8%,"$144,043,360",48.2%,2008,"Twentieth Century Fox

",45012998,85000000,,86,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",154529439,144043360,298572799
/title/tt5164214/?ref_=bo_cso_table_115,Ocean's Eight,"$297,718,711","$140,218,711",47.1%,"$157,500,000",52.9%,2018,"Warner Bros.

",41607378,70000000,PG-13,110,"['Action', 'Comedy', 'Crime', 'Thriller']",140218711,157500000,297718711
/title/tt8332922/?ref_=bo_cso_table_116,A Quiet Place Part II,"$297,372,261","$160,072,261",53.8%,"$137,300,000",46.2%,2021,"Paramount Pictures

",47547231,0,PG-13,97,"['Drama', 'Horror', 'Science fiction', 'Thriller']",160072261,137300000,297372261
/title/tt2908446/?ref_=bo_cso_table_117,The Divergent Series: Insurgent,"$297,002,527","$130,179,072",43.8%,"$166,823,455",56.2%,2015,"Lionsgate

",52263680,110000000,PG-13,119,"['Action', 'Adventure', 'Science fiction', 'Thriller']",130179072,166823455,297002527
/title/tt0097778/?ref_=bo_cso_table_118,Look Who's Talking,"$296,999,813","$140,088,813",47.2%,"$156,911,000",52.8%,1989,"TriStar Pictures

",12107784,0,,93,['Comedy'],140088813,156911000,296999813
/title/tt0295178/?ref_=bo_cso_table_119,Austin Powers in Goldmember,"$296,938,801","$213,307,889",71.8%,"$83,630,912",28.2%,2002,"New Line Cinema

",73071188,63000000,PG-13,94,"['Action', 'Adventure', 'Comedy', 'Crime']",213307889,83630912,296938801
/title/tt1935859/?ref_=bo_cso_table_120,Miss Peregrine's Home for Peculiar Children,"$296,482,446","$87,242,834",29.4%,"$209,239,612",70.6%,2016,"Twentieth Century Fox

",28871140,110000000,PG-13,127,"['Adventure', 'Drama', 'Family', 'Fantasy', 'Thriller']",87242834,209239612,296482446
/title/tt0120903/?ref_=bo_cso_table_121,X-Men,"$296,339,528","$157,299,718",53.1%,"$139,039,810",46.9%,2000,"Twentieth Century Fox

",54471475,75000000,PG-13,104,"['Action', 'Adventure', 'Science fiction']",157299718,139039810,296339528
/title/tt1289401/?ref_=bo_cso_table_102,Ghostbusters,"$229,147,509","$128,350,574",56%,"$100,796,935",44%,2016,"Sony Pictures Entertainment (SPE)

",46018755,144000000,PG-13,117,"['Action', 'Comedy', 'Fantasy', 'Science fiction']",128350574,100796935,229147509
/title/tt3411444/?ref_=bo_cso_table_123,Ferdinand,"$296,069,199","$84,410,380",28.5%,"$211,658,819",71.5%,2017,"Twentieth Century Fox

",13401586,111000000,PG,108,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",84410380,211658819,296069199
/title/tt1130884/?ref_=bo_cso_table_124,Shutter Island,"$294,805,697","$128,012,934",43.4%,"$166,792,763",56.6%,2010,"Paramount Pictures

",41062440,80000000,R,138,"['Mystery', 'Thriller']",128012934,166791261,294804195
/title/tt0118998/?ref_=bo_cso_table_125,Doctor Dolittle,"$294,456,605","$144,156,605",49%,"$150,300,000",51%,1998,"Twentieth Century Fox

",29014324,0,PG-13,85,"['Comedy', 'Family', 'Fantasy']",144156605,150300000,294456605
/title/tt0389790/?ref_=bo_cso_table_126,Bee Movie,"$293,514,336","$126,631,277",43.1%,"$166,883,059",56.9%,2007,"DreamWorks

",38021044,150000000,PG,91,"['Adventure', 'Animation', 'Comedy', 'Family', 'Romance']",126631277,166883059,293514336
/title/tt0944835/?ref_=bo_cso_table_127,Salt,"$293,503,354","$118,311,368",40.3%,"$175,191,986",59.7%,2010,"Sony Pictures Entertainment (SPE)

",36011243,110000000,PG-13,100,"['Action', 'Thriller']",118311368,175191986,293503354
/title/tt0436339/?ref_=bo_cso_table_128,G-Force,"$292,817,898","$119,436,770",40.8%,"$173,381,128",59.2%,2009,"Walt Disney Studios Motion Pictures

",31706934,150000000,PG,88,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Science fiction']",119436770,173381071,292817841
/title/tt0407887/?ref_=bo_cso_table_129,The Departed,"$291,465,373","$132,384,315",45.4%,"$159,081,058",54.6%,2006,"Warner Bros.

",26887467,90000000,R,151,"['Crime', 'Drama', 'Thriller']",132384315,159080719,291465034
/title/tt0161081/?ref_=bo_cso_table_130,What Lies Beneath,"$291,420,351","$155,464,351",53.4%,"$135,956,000",46.6%,2000,"DreamWorks Distribution

",29702959,100000000,PG-13,130,"['Drama', 'Horror', 'Mystery', 'Thriller']",155464351,135956000,291420351
/title/tt2557478/?ref_=bo_cso_table_131,Pacific Rim: Uprising,"$290,930,148","$59,874,525",20.6%,"$231,055,623",79.4%,2018,"Universal Pictures

",28116535,150000000,PG-13,111,"['Action', 'Adventure', 'Science fiction']",59874525,231055623,290930148
/title/tt0372183/?ref_=bo_cso_table_132,The Bourne Supremacy,"$290,835,269","$176,241,941",60.6%,"$114,593,328",39.4%,2004,"Universal Pictures

",52521865,75000000,PG-13,108,"['Action', 'Mystery', 'Thriller']",176241941,114391481,290633422
/title/tt1261945/?ref_=bo_cso_table_133,Sex and the City 2,"$290,745,055","$95,347,692",32.8%,"$195,397,363",67.2%,2010,"Warner Bros.

",31001870,100000000,R,146,"['Comedy', 'Drama', 'Romance']",95347692,195397363,290745055
/title/tt0138097/?ref_=bo_cso_table_134,Shakespeare in Love,"$289,317,794","$100,317,794",34.7%,"$189,000,000",65.3%,1998,"Miramax

",224012,25000000,R,123,"['Comedy', 'Drama', 'History', 'Romance']",100317794,189000000,289317794
/title/tt1840309/?ref_=bo_cso_table_135,Divergent,"$288,885,818","$150,947,895",52.2%,"$137,937,923",47.8%,2014,"Lionsgate

",54607747,85000000,PG-13,139,"['Action', 'Adventure', 'Mystery', 'Science fiction']",150947895,137937923,288885818
/title/tt0094898/?ref_=bo_cso_table_136,Coming to America,"$288,752,301","$128,152,301",44.4%,"$160,600,000",55.6%,1988,"Paramount Pictures

",21404420,0,,117,"['Comedy', 'Romance']",128152301,160600000,288752301
/title/tt0396269/?ref_=bo_cso_table_137,Wedding Crashers,"$288,467,645","$209,255,921",72.5%,"$79,211,724",27.5%,2005,"New Line Cinema

",32200000,40000000,R,119,"['Comedy', 'Romance']",209255921,79211724,288467645
/title/tt1478338/?ref_=bo_cso_table_138,Bridesmaids,"$288,383,523","$169,106,725",58.6%,"$119,276,798",41.4%,2011,"Universal Pictures

",26247410,32500000,R,125,"['Comedy', 'Romance']",169106725,119276798,288383523
/title/tt4500922/?ref_=bo_cso_table_139,Maze Runner: The Death Cure,"$288,175,335","$58,032,443",20.1%,"$230,142,892",79.9%,2018,"Twentieth Century Fox

",24167011,62000000,PG-13,0,"['Action', 'Adventure', 'Science fiction', 'Thriller']",58032443,230142892,288175335
/title/tt0112642/?ref_=bo_cso_table_140,Casper,"$287,928,194","$100,328,194",34.8%,"$187,600,000",65.2%,1995,"Universal Pictures

",16840385,0,PG,100,"['Comedy', 'Family', 'Fantasy']",100328194,187600000,287928194
/title/tt0252866/?ref_=bo_cso_table_141,American Pie 2,"$287,553,595","$145,103,595",50.5%,"$142,450,000",49.5%,2001,"Universal Pictures

",45117985,30000000,R,108,['Comedy'],145103595,142450000,287553595
/title/tt2848292/?ref_=bo_cso_table_142,Pitch Perfect 2,"$287,144,079","$184,296,230",64.2%,"$102,847,849",35.8%,2015,"Universal Pictures

",69216890,29000000,PG-13,115,"['Comedy', 'Music']",184296230,102847849,287144079
/title/tt0120689/?ref_=bo_cso_table_143,The Green Mile,"$286,801,374","$136,801,374",47.7%,"$150,000,000",52.3%,1999,"Warner Bros.

",18017152,60000000,R,189,"['Crime', 'Drama', 'Fantasy', 'Mystery']",136801374,150000000,286801374
/title/tt1483013/?ref_=bo_cso_table_144,Oblivion,"$286,168,572","$89,107,235",31.1%,"$197,061,337",68.9%,2013,"Universal Pictures

",37054485,120000000,PG-13,124,"['Action', 'Adventure', 'Science fiction']",89107235,197061337,286168572
/title/tt1535108/?ref_=bo_cso_table_145,Elysium,"$286,140,700","$93,050,117",32.5%,"$193,090,583",67.5%,2013,"TriStar Pictures

",29807393,115000000,R,109,"['Action', 'Drama', 'Science fiction']",93050117,193090583,286140700
/title/tt0122151/?ref_=bo_cso_table_146,Lethal Weapon 4,"$285,444,603","$130,444,603",45.7%,"$155,000,000",54.3%,1998,"Warner Bros.

",34048124,140000000,R,127,"['Action', 'Crime', 'Thriller']",130444603,155000000,285444603
/title/tt0401729/?ref_=bo_cso_table_147,John Carter,"$284,139,100","$73,078,100",25.7%,"$211,061,000",74.3%,2012,"Walt Disney Studios Motion Pictures

",30180188,250000000,PG-13,132,"['Action', 'Adventure', 'Science fiction']",73078100,211061000,284139100
/title/tt1860353/?ref_=bo_cso_table_148,Turbo,"$282,570,682","$83,028,128",29.4%,"$199,542,554",70.6%,2013,"Twentieth Century Fox

",21312625,135000000,PG,96,"['Adventure', 'Animation', 'Comedy', 'Family', 'Sport']",83028128,199542554,282570682
/title/tt1109624/?ref_=bo_cso_table_149,Paddington,"$282,377,683","$76,271,832",27%,"$206,105,851",73%,2014,Dimension Films,18966676,55000000,PG,95,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",76271832,206098303,282370135
/title/tt0243155/?ref_=bo_cso_table_150,Bridget Jones's Diary,"$281,995,610","$71,543,427",25.4%,"$210,452,183",74.6%,2001,"Miramax

",10733933,25000000,R,97,"['Comedy', 'Drama', 'Romance']",71543427,210386368,281929795
/title/tt1243957/?ref_=bo_cso_table_151,The Tourist,"$278,780,441","$67,631,157",24.3%,"$211,149,284",75.7%,2010,"Sony Pictures Entertainment (SPE)

",16472458,100000000,PG-13,103,"['Action', 'Thriller']",67631157,211149284,278780441
/title/tt4972582/?ref_=bo_cso_table_152,Split,"$278,454,417","$138,291,365",49.7%,"$140,163,052",50.3%,2017,"Universal Pictures

",40010975,9000000,PG-13,117,"['Horror', 'Thriller']",138291365,140162993,278454358
/title/tt0175142/?ref_=bo_cso_table_153,Scary Movie,"$278,019,771","$157,019,771",56.5%,"$121,000,000",43.5%,2000,"Miramax

",42346669,19000000,R,88,['Comedy'],157019771,121000000,278019771
/title/tt0295701/?ref_=bo_cso_table_154,xXx,"$277,448,382","$142,109,382",51.2%,"$135,339,000",48.8%,2002,"Revolution Studios

",44506103,70000000,PG-13,124,"['Action', 'Adventure', 'Thriller']",142109382,135339000,277448382
/title/tt1194173/?ref_=bo_cso_table_155,The Bourne Legacy,"$276,144,750","$113,203,870",41%,"$162,940,880",59%,2012,"Universal Pictures

",38142825,125000000,PG-13,135,"['Action', 'Adventure', 'Thriller']",113203870,162940880,276144750
/title/tt0864835/?ref_=bo_cso_table_156,Mr. Peabody & Sherman,"$275,698,039","$111,506,430",40.4%,"$164,191,609",59.6%,2014,"Twentieth Century Fox

",32207057,145000000,PG,92,"['Adventure', 'Animation', 'Comedy', 'Family', 'Romance', 'Science fiction']",111506430,164191609,275698039
/title/tt0267913/?ref_=bo_cso_table_157,Scooby-Doo,"$275,650,703","$153,294,164",55.6%,"$122,356,539",44.4%,2002,"Warner Bros.

",54155312,84000000,PG,89,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Mystery']",153294164,122356539,275650703
/title/tt0443272/?ref_=bo_cso_table_158,Lincoln,"$275,293,450","$182,207,973",66.2%,"$93,085,477",33.8%,2012,"Walt Disney Studios Motion Pictures

",944308,65000000,PG-13,150,"['Biography', 'Drama', 'History', 'War']",182207973,93085477,275293450
/title/tt0146316/?ref_=bo_cso_table_159,Lara Croft: Tomb Raider,"$274,703,340","$131,168,070",47.8%,"$143,535,270",52.2%,2001,"Paramount Pictures

",47735743,115000000,PG-13,100,"['Action', 'Adventure', 'Fantasy', 'Thriller']",131168070,143535270,274703340
/title/tt1365519/?ref_=bo_cso_table_160,Tomb Raider,"$274,650,803","$58,250,803",21.2%,"$216,400,000",78.8%,2018,"Warner Bros.

",23633317,94000000,PG-13,119,"['Action', 'Adventure', 'Fantasy', 'Thriller']",58250803,216400000,274650803
/title/tt1320253/?ref_=bo_cso_table_161,The Expendables,"$274,470,394","$103,068,524",37.6%,"$171,401,870",62.4%,2010,"Lionsgate

",34825135,80000000,R,103,"['Action', 'Adventure', 'Thriller']",103068524,171401870,274470394
/title/tt1985966/?ref_=bo_cso_table_162,Cloudy with a Chance of Meatballs 2,"$274,325,949","$119,793,567",43.7%,"$154,532,382",56.3%,2013,"Sony Pictures Entertainment (SPE)

",34017930,78000000,PG,95,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Science fiction']",119793567,154532382,274325949
/title/tt0117218/?ref_=bo_cso_table_163,The Nutty Professor,"$273,961,019","$128,814,019",47%,"$145,147,000",53%,1996,"Universal Pictures

",25411725,54000000,PG-13,95,"['Comedy', 'Romance', 'Science fiction']",128814019,145147000,273961019
/title/tt0116695/?ref_=bo_cso_table_164,Jerry Maguire,"$273,552,592","$153,952,592",56.3%,"$119,600,000",43.7%,1996,"Sony Pictures Entertainment (SPE)

",17084296,50000000,R,139,"['Comedy', 'Drama', 'Romance', 'Sport']",153952592,119600000,273552592
/title/tt0172156/?ref_=bo_cso_table_165,Bad Boys II,"$273,339,556","$138,608,444",50.7%,"$134,731,112",49.3%,2003,"Sony Pictures Entertainment (SPE)

",46522560,130000000,R,147,"['Action', 'Comedy', 'Crime', 'Thriller']",138608444,134731112,273339556
/title/tt0275847/?ref_=bo_cso_table_166,Lilo & Stitch,"$273,144,151","$145,794,338",53.4%,"$127,349,813",46.6%,2002,"Walt Disney Studios Motion Pictures

",35260212,80000000,PG,85,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Science fiction']",145794338,127349813,273144151
/title/tt0102926/?ref_=bo_cso_table_167,The Silence of the Lambs,"$272,742,922","$130,742,922",47.9%,"$142,000,000",52.1%,1991,"Orion Pictures

",13766814,19000000,,118,"['Crime', 'Drama', 'Thriller']",130742922,0,130742922
/title/tt1375670/?ref_=bo_cso_table_168,Grown Ups,"$271,457,301","$162,001,186",59.7%,"$109,456,115",40.3%,2010,"Sony Pictures Entertainment (SPE)

",40506562,80000000,PG-13,102,['Comedy'],162001186,109429003,271430189
/title/tt2004420/?ref_=bo_cso_table_169,Neighbors,"$270,665,134","$150,157,400",55.5%,"$120,507,734",44.5%,2014,"Universal Pictures

",49033915,18000000,R,97,['Comedy'],150157400,120507734,270665134
/title/tt0106918/?ref_=bo_cso_table_170,The Firm,"$270,248,367","$158,348,367",58.6%,"$111,900,000",41.4%,1993,"Paramount Pictures

",25400000,0,R,154,"['Drama', 'Mystery', 'Thriller']",158348367,111900000,270248367
/title/tt1723121/?ref_=bo_cso_table_171,We're the Millers,"$269,994,119","$150,394,119",55.7%,"$119,600,000",44.3%,2012,"Warner Bros.

",26419396,37000000,R,110,"['Comedy', 'Crime']",150394119,119600000,269994119
/title/tt1205489/?ref_=bo_cso_table_172,Gran Torino,"$269,958,228","$148,095,302",54.9%,"$121,862,926",45.1%,2008,"Warner Bros.

",271720,33000000,R,116,['Drama'],148095302,121862926,269958228
/title/tt0443649/?ref_=bo_cso_table_173,"10,000 BC","$269,784,201","$94,784,201",35.1%,"$175,000,000",64.9%,2008,"Warner Bros.

",35867488,105000000,PG-13,109,"['Action', 'Adventure', 'Drama', 'Fantasy', 'History']",94784201,175000000,269784201
/title/tt0765429/?ref_=bo_cso_table_174,American Gangster,"$269,755,430","$130,164,645",48.2%,"$139,590,785",51.8%,2007,"Universal Pictures

",43565135,100000000,R,157,"['Biography', 'Crime', 'Drama']",130164645,139590785,269755430
/title/tt0848537/?ref_=bo_cso_table_175,Epic,"$268,426,634","$107,518,682",40.1%,"$160,907,952",59.9%,2013,"Twentieth Century Fox

",33531068,100000000,PG,102,"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy']",107518682,160907952,268426634
/title/tt1528100/?ref_=bo_cso_table_176,Exodus: Gods and Kings,"$268,175,631","$65,014,513",24.2%,"$203,161,118",75.8%,2014,"Twentieth Century Fox

",24115934,140000000,PG-13,150,"['Action', 'Adventure', 'Drama', 'Fantasy']",65014513,203161118,268175631
/title/tt0034492/?ref_=bo_cso_table_177,Bambi,"$267,447,150","$102,247,150",38.2%,"$165,200,000",61.8%,1942,"RKO Radio Pictures

",0,0,G,70,"['Animation', 'Drama', 'Family']",3000000,0,3000000
/title/tt0780521/?ref_=bo_cso_table_178,The Princess and the Frog,"$267,045,765","$104,400,899",39.1%,"$162,644,866",60.9%,2009,"Walt Disney Studios Motion Pictures

",786190,105000000,,97,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",104400899,162644866,267045765
/title/tt0103776/?ref_=bo_cso_table_179,Batman Returns,"$266,892,996","$162,902,340",61%,"$103,990,656",39%,1992,"Warner Bros.

",45687711,80000000,PG-13,126,"['Action', 'Crime', 'Fantasy']",162831698,0,162831698
/title/tt0107211/?ref_=bo_cso_table_180,Indecent Proposal,"$266,614,059","$106,614,059",40%,"$160,000,000",60%,1993,"Paramount Pictures

",18387632,0,R,117,"['Drama', 'Romance']",106614059,160000000,266614059
/title/tt0337741/?ref_=bo_cso_table_181,Something's Gotta Give,"$265,328,738","$124,728,738",47%,"$140,600,000",53%,2003,"Sony Pictures Entertainment (SPE)

",16064723,80000000,PG-13,128,"['Comedy', 'Drama', 'Romance']",124728738,140600000,265328738
/title/tt0317198/?ref_=bo_cso_table_182,Bridget Jones: The Edge of Reason,"$265,126,918","$40,226,215",15.2%,"$224,900,703",84.8%,2004,"Universal Pictures

",8684055,40000000,R,108,"['Comedy', 'Drama', 'Romance']",40226215,224900703,265126918
/title/tt0800080/?ref_=bo_cso_table_183,The Incredible Hulk,"$264,770,996","$134,806,913",50.9%,"$129,964,083",49.1%,2008,"Universal Pictures

",55414050,150000000,PG-13,112,"['Action', 'Adventure', 'Science fiction']",134806913,129964083,264770996
/title/tt0114898/?ref_=bo_cso_table_184,Waterworld,"$264,218,220","$88,246,220",33.4%,"$175,972,000",66.6%,1995,"Universal Pictures

",21171780,175000000,PG-13,135,"['Action', 'Adventure', 'Science fiction']",88246220,175972000,264218220
/title/tt0120382/?ref_=bo_cso_table_185,The Truman Show,"$264,118,201","$125,618,201",47.6%,"$138,500,000",52.4%,1998,"Paramount Pictures

",31542121,0,PG,103,"['Comedy', 'Drama']",125618201,138500000,264118201
/title/tt0160127/?ref_=bo_cso_table_186,Charlie's Angels,"$264,105,545","$125,305,545",47.4%,"$138,800,000",52.6%,2000,"Sony Pictures Entertainment (SPE)

",40128550,93000000,PG-13,98,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",125305545,138800000,264105545
/title/tt0119116/?ref_=bo_cso_table_187,The Fifth Element,"$263,920,180","$63,820,180",24.2%,"$200,100,000",75.8%,1997,"Sony Pictures Entertainment (SPE)

",17031345,0,PG-13,126,"['Action', 'Adventure', 'Science fiction']",63820180,0,63820180
/title/tt0113497/?ref_=bo_cso_table_188,Jumanji,"$262,821,940","$100,499,940",38.2%,"$162,322,000",61.8%,1995,"Sony Pictures Entertainment (SPE)

",11084370,65000000,PG,104,"['Adventure', 'Comedy', 'Family', 'Fantasy']",100475249,0,100475249
/title/tt0443453/?ref_=bo_cso_table_189,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,"$262,552,893","$128,505,958",48.9%,"$134,046,935",51.1%,2006,"Twentieth Century Fox

",26455463,18000000,R,84,['Comedy'],128505958,134046935,262552893
/title/tt0358082/?ref_=bo_cso_table_190,Robots,"$262,511,490","$128,200,012",48.8%,"$134,311,478",51.2%,2005,"Twentieth Century Fox

",36045301,75000000,PG,91,"['Adventure', 'Animation', 'Comedy', 'Family', 'Science fiction']",128200012,134311478,262511490
/title/tt1013743/?ref_=bo_cso_table_191,Knight and Day,"$261,989,769","$76,423,035",29.2%,"$185,566,734",70.8%,2008,,0,117000000,PG-13,109,"['Action', 'Adventure', 'Comedy']",0,59333,59333
/title/tt1386703/?ref_=bo_cso_table_46,Total Recall,"$198,467,168","$58,877,969",29.7%,"$139,589,199",70.3%,2012,"Sony Pictures Entertainment (SPE)

",25577758,125000000,PG-13,118,"['Action', 'Adventure', 'Science fiction', 'Thriller']",58877969,139589199,198467168
/title/tt1477715/?ref_=bo_cso_table_193,This Is It,"$261,183,588","$72,091,016",27.6%,"$189,092,572",72.4%,2009,"Sony Pictures Entertainment (SPE)

",23234394,0,PG,111,"['Documentary', 'Drama', 'Music']",72091016,189092572,261183588
/title/tt6450804/?ref_=bo_cso_table_194,Terminator: Dark Fate,"$261,119,292","$62,253,077",23.8%,"$198,866,215",76.2%,2019,"Paramount Pictures

",29033832,185000000,R,128,"['Action', 'Adventure', 'Science fiction', 'Thriller']",62253077,198866215,261119292
/title/tt1210819/?ref_=bo_cso_table_195,The Lone Ranger,"$260,502,115","$89,302,115",34.3%,"$171,200,000",65.7%,2013,"Walt Disney Studios Motion Pictures

",29210849,215000000,PG-13,150,"['Action', 'Adventure', 'Western']",89302115,171200000,260502115
/title/tt1650062/?ref_=bo_cso_table_196,Super 8,"$260,095,986","$127,004,179",48.8%,"$133,091,807",51.2%,2011,"Paramount Pictures

",35451168,50000000,PG-13,112,"['Mystery', 'Science fiction', 'Thriller']",127004179,133091807,260095986
/title/tt4276752/?ref_=bo_cso_table_197,Mojin: The Lost Legend,"$259,368,448","$1,243,810",0.5%,"$258,124,638",99.5%,2015,"Well Go USA Entertainment

",279974,37000000,,127,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",1243810,258124638,259368448
/title/tt1856101/?ref_=bo_cso_table_198,Blade Runner 2049,"$259,334,548","$92,054,159",35.5%,"$167,280,389",64.5%,2017,"Warner Bros.

",32753122,150000000,R,0,"['Action', 'Drama', 'Mystery', 'Science fiction', 'Thriller']",92054159,167185499,259239658
/title/tt0305357/?ref_=bo_cso_table_199,Charlie's Angels: Full Throttle,"$259,175,788","$100,830,111",38.9%,"$158,345,677",61.1%,2003,"Sony Pictures Entertainment (SPE)

",37634221,120000000,PG-13,106,"['Action', 'Adventure', 'Comedy', 'Crime']",100830111,158345677,259175788
/title/tt6751668/?ref_=bo_cso_table_200,Parasite,"$258,672,393","$53,369,749",20.6%,"$205,302,644",79.4%,2019,"Neon

",393216,11400000,R,132,"['Comedy', 'Drama', 'Thriller']",53369749,205264243,258633992
/title/tt0293564/?ref_=bo_cso_table_1,Rush Hour 3,"$258,097,122","$140,125,968",54.3%,"$117,971,154",45.7%,2007,"New Line Cinema

",50237000,140000000,PG-13,91,"['Action', 'Comedy', 'Crime', 'Thriller']",140125968,117971154,258097122
/title/tt0119164/?ref_=bo_cso_table_2,The Full Monty,"$257,938,649","$45,950,122",17.8%,"$211,988,527",82.2%,1997,"Fox Searchlight Pictures

",176585,3500000,R,91,"['Comedy', 'Drama']",45950122,211988527,257938649
/title/tt4217392/?ref_=bo_cso_table_3,Kung Fu Yoga,"$257,753,889","$362,657",0.1%,"$257,391,232",99.9%,2017,"Well Go USA Entertainment

",111979,65000000,,107,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Mystery']",362657,257380359,257743016
/title/tt3322940/?ref_=bo_cso_table_4,Annabelle,"$257,579,282","$84,273,813",32.7%,"$173,305,469",67.3%,2014,"Warner Bros.

",37134255,6500000,R,99,"['Horror', 'Mystery', 'Thriller']",84273813,172773848,257047661
/title/tt0368447/?ref_=bo_cso_table_5,The Village,"$256,697,520","$114,197,520",44.5%,"$142,500,000",55.5%,2003,"Walt Disney Studios Motion Pictures

",50746142,60000000,PG-13,108,"['Drama', 'Mystery', 'Thriller']",114197520,142500000,256697520
/title/tt4242158/?ref_=bo_cso_table_6,Lost in Hong Kong,"$256,283,912","$1,302,281",0.5%,"$254,981,631",99.5%,2015,"Well Go USA Entertainment

",537736,0,,114,"['Action', 'Adventure', 'Comedy', 'Crime', 'Family', 'Romance', 'Thriller']",1302281,254981631,256283912
/title/tt0195685/?ref_=bo_cso_table_7,Erin Brockovich,"$256,271,286","$125,595,205",49%,"$130,676,081",51%,2000,"Universal Pictures

",28138465,52000000,R,131,"['Biography', 'Drama']",125595205,130676081,256271286
/title/tt9597190/?ref_=bo_cso_table_8,Pegasus,"$255,863,112",-,-,"$255,863,112",100%,2019,,0,0,,98,"['Comedy', 'Sport']",0,255863112,255863112
/title/tt0822832/?ref_=bo_cso_table_9,Marley & Me,"$255,743,093","$143,153,751",56%,"$112,589,342",44%,2008,"Twentieth Century Fox

",36357586,0,PG,111,"['Comedy', 'Drama', 'Family']",143153751,112589342,255743093
/title/tt1502407/?ref_=bo_cso_table_10,Halloween,"$255,614,941","$159,342,015",62.3%,"$96,272,926",37.7%,2018,"Universal Pictures

",76221545,10000000,R,106,"['Crime', 'Horror', 'Thriller']",159342015,96143163,255485178
/title/tt5052448/?ref_=bo_cso_table_11,Get Out,"$255,589,157","$176,040,665",68.9%,"$79,548,492",31.1%,2016,,0,4500000,R,104,"['Horror', 'Mystery', 'Thriller']",0,7445,7445
/title/tt6857112/?ref_=bo_cso_table_12,Us,"$255,185,482","$175,084,580",68.6%,"$80,100,902",31.4%,2019,"Universal Pictures

",71117625,20000000,R,116,"['Horror', 'Mystery', 'Thriller']",175084580,80100000,255184580
/title/tt0106582/?ref_=bo_cso_table_13,Cliffhanger,"$255,000,211","$84,049,211",33%,"$170,951,000",67%,1993,"TriStar Pictures

",16176967,70000000,R,113,"['Action', 'Adventure', 'Thriller']",84049211,0,84049211
/title/tt4849438/?ref_=bo_cso_table_14,Baahubali 2: The Conclusion,"$254,158,390","$20,186,659",7.9%,"$233,971,731",92.1%,2017,"Great India Films

",10430497,0,,167,"['Action', 'Drama']",20186659,233971731,254158390
/title/tt0112431/?ref_=bo_cso_table_15,Babe,"$254,134,910","$63,658,910",25%,"$190,476,000",75%,1995,"Universal Pictures

",8742545,0,,91,"['Comedy', 'Drama', 'Family']",63658910,0,63658910
/title/tt2283336/?ref_=bo_cso_table_16,Men in Black: International,"$253,890,701","$80,001,807",31.5%,"$173,888,894",68.5%,2019,"Sony Pictures Entertainment (SPE)

",30035838,110000000,PG-13,114,"['Action', 'Adventure', 'Comedy', 'Science fiction']",80001807,173888894,253890701
/title/tt0486946/?ref_=bo_cso_table_17,Wild Hogs,"$253,625,427","$168,273,550",66.4%,"$85,351,877",33.6%,2007,"Walt Disney Studios Motion Pictures

",39699023,0,PG-13,100,"['Action', 'Adventure', 'Comedy']",168273550,85351877,253625427
/title/tt0962726/?ref_=bo_cso_table_18,High School Musical 3: Senior Year,"$252,909,177","$90,559,416",35.8%,"$162,349,761",64.2%,2008,"Walt Disney Studios Motion Pictures

",42030184,11000000,G,112,"['Comedy', 'Drama', 'Family', 'Music', 'Musical', 'Romance']",90559416,162349761,252909177
/title/tt1267297/?ref_=bo_cso_table_50,Hercules,"$244,819,862","$72,688,614",29.7%,"$172,131,248",70.3%,2014,"Paramount Pictures

",29800263,100000000,PG-13,98,"['Action', 'Adventure', 'Fantasy']",72688614,172131248,244819862
