title,Year of Release,Domestic Distributor,Domestic Opening,Budget,MPAA Rating,Running Time,Genres,Original Release Gross Worldwide
Star Trek Beyond,2016,Paramount Pictures,59253211,185000000,PG-13,122.0,"['Action', 'Adventure', 'Science fiction', 'Thriller']",343471816
Alvin and the Chipmunks: Chipwrecked,2011,Twentieth Century Fox,23244744,75000000,G,87.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Musical']",342695435
Wanted,2008,Universal Pictures,50927085,75000000,R,110.0,"['Action', 'Crime', 'Thriller']",342463063
The Flintstones,1994,Universal Pictures,29688730,46000000,PG,91.0,"['Comedy', 'Family', 'Fantasy']",341631208
A Quiet Place,2018,Paramount Pictures,50203562,17000000,PG-13,90.0,"['Drama', 'Horror', 'Science fiction']",340939361
Enchanted,2007,Walt Disney Studios Motion Pictures,34440317,85000000,PG,107.0,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",340487652
300: Rise of an Empire,2014,Warner Bros.,45038460,110000000,R,102.0,"['Action', 'Drama']",337580051
Batman Forever,1995,Warner Bros.,52784433,100000000,PG-13,121.0,"['Action', 'Adventure']",184031112
Prince of Persia: The Sands of Time,2009,Walt Disney Studios Motion Pictures,30095259,200000000,PG-13,116.0,"['Action', 'Adventure', 'Fantasy']",336365676
The Curious Case of Benjamin Button,2008,Paramount Pictures,26853816,150000000,PG-13,166.0,"['Drama', 'Fantasy', 'Romance']",335802786
Journey 2: The Mysterious Island,2012,Warner Bros.,27335363,79000000,PG,94.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Science fiction']",335260290
The Rock,1996,Walt Disney Studios Motion Pictures,25069525,75000000,R,136.0,"['Action', 'Adventure', 'Thriller']",134069511
The Great Wall,2016,Universal Pictures,18469620,150000000,PG-13,103.0,"['Action', 'Adventure', 'Fantasy', 'Thriller']",334933831
Fantastic Four,2005,Twentieth Century Fox,56061504,100000000,PG-13,106.0,"['Action', 'Adventure', 'Fantasy', 'Science fiction']",333535934
Indiana Jones and the Temple of Doom,1984,Paramount Pictures,25337110,28000000,,118.0,"['Action', 'Adventure']",179870271
Back to the Future Part II,1989,Universal Pictures,27835125,40000000,,108.0,"['Adventure', 'Comedy', 'Science fiction']",118549330
22 Jump Street,2014,Sony Pictures Entertainment (SPE),57071445,50000000,R,112.0,"['Action', 'Comedy', 'Crime']",331333876
Meet the Parents,2000,Universal Pictures,28623300,55000000,PG-13,108.0,"['Comedy', 'Romance']",330444045
Who Framed Roger Rabbit,1988,Walt Disney Studios Motion Pictures,11226239,70000000,,104.0,"['Adventure', 'Animation', 'Comedy', 'Crime', 'Family', 'Fantasy', 'Mystery']",238092038
Black Swan,2010,Fox Searchlight Pictures,1443809,13000000,R,108.0,"['Drama', 'Thriller']",329398046
The Perfect Storm,2000,Warner Bros.,41325042,140000000,PG-13,130.0,"['Action', 'Adventure', 'Drama', 'Thriller']",328718434
Se7en,1995,New Line Cinema,13949807,33000000,R,127.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",100125643
John Wick: Chapter 3 - Parabellum,2019,Lionsgate,56818067,75000000,R,130.0,"['Action', 'Crime', 'Thriller']",326709727
The Devil Wears Prada,2006,Twentieth Century Fox,27537244,35000000,PG-13,109.0,"['Comedy', 'Drama']",326705902
Taken 3,2015,Twentieth Century Fox,39201657,48000000,PG-13,108.0,"['Action', 'Crime', 'Thriller']",326479141
The Hunchback of Notre Dame,1996,Walt Disney Studios Motion Pictures,21037414,100000000,,91.0,"['Animation', 'Drama', 'Family', 'Musical', 'Romance']",325338851
A Christmas Carol,2009,Walt Disney Studios Motion Pictures,30051075,200000000,PG,96.0,"['Adventure', 'Animation', 'Drama', 'Family', 'Fantasy', 'Music', 'Mystery']",325286646
The SpongeBob Movie: Sponge Out of Water,2015,Paramount Pictures,55365012,74000000,PG,92.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",325186032
Schindler's List,1993,Universal Pictures,656636,22000000,R,195.0,"['Biography', 'Drama', 'History']",96065768
Megamind,2010,DreamWorks,46016833,130000000,PG,95.0,"['Action', 'Animation', 'Comedy', 'Crime', 'Family', 'Fantasy', 'Science fiction']",321885765
The Conjuring 2,2016,Warner Bros.,40406314,40000000,R,134.0,"['Horror', 'Mystery', 'Thriller']",320392818
Green Book,2018,Universal Pictures,320429,23000000,PG-13,130.0,"['Biography', 'Comedy', 'Drama', 'Music']",321752656
Lethal Weapon 3,1992,Warner Bros.,33243086,35000000,R,118.0,"['Action', 'Crime', 'Thriller']",321731527
The Ugly Truth,2009,Sony Pictures Entertainment (SPE),27605576,38000000,R,96.0,"['Comedy', 'Romance']",205298907
Robin Hood,2010,Universal Pictures,36063385,200000000,PG-13,140.0,"['Action', 'Adventure', 'Drama', 'History']",321669741
Inglourious Basterds,2009,The Weinstein Company,38054676,70000000,R,153.0,"['Adventure', 'Drama', 'War']",321455689
The Conjuring,2013,Warner Bros.,41855326,20000000,R,112.0,"['Horror', 'Mystery', 'Thriller']",319494638
Sonic the Hedgehog,2020,Paramount Pictures,58018348,85000000,PG,99.0,"['Action', 'Adventure', 'Comedy', 'Science fiction']",319715683
The Last Airbender,2010,Paramount Pictures,40325019,150000000,PG,103.0,"['Action', 'Adventure', 'Family', 'Fantasy']",319713881
The Proposal,2009,Walt Disney Studios Motion Pictures,33627598,40000000,PG-13,108.0,"['Comedy', 'Drama', 'Romance']",317375031
A Beautiful Mind,2001,Universal Pictures,367151,58000000,PG-13,135.0,"['Biography', 'Drama']",313542341
Air Force One,1997,Sony Pictures Entertainment (SPE),37132505,85000000,R,124.0,"['Action', 'Drama', 'Thriller']",315156409
The Expendables 2,2012,Lionsgate,28591370,100000000,R,103.0,"['Action', 'Adventure', 'Thriller']",314975955
Chicken Little,2005,Walt Disney Studios Motion Pictures,40049778,150000000,G,81.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Science fiction']",314432837
The Polar Express,2004,Warner Bros.,23323463,165000000,,100.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']",286000505
As Good as It Gets,1997,Sony Pictures Entertainment (SPE),12606928,50000000,PG-13,139.0,"['Comedy', 'Drama', 'Romance']",148478011
Maze Runner: The Scorch Trials,2015,Twentieth Century Fox,30316510,61000000,PG-13,117.09462915601023,"['Action', 'Adventure', 'Science fiction', 'Thriller']",312296056
Resident Evil: The Final Chapter,2016,Screen Gems,13601682,40000000,R,107.0,"['Action', 'Horror', 'Science fiction']",312242626
Austin Powers: The Spy Who Shagged Me,1999,New Line Cinema,17981900,33000000,PG-13,95.0,"['Action', 'Adventure', 'Comedy', 'Crime']",312016928
The Lego Batman Movie,2017,Warner Bros.,53003468,80000000,PG,104.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Family', 'Fantasy', 'Romance', 'Science fiction']",311950384
Knives Out,2019,Lionsgate,26769548,40000000,PG-13,130.0,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']",311605581
Little Fockers,2010,Universal Pictures,30833665,100000000,PG-13,98.0,"['Comedy', 'Romance']",310650585
Bolt,2008,Walt Disney Studios Motion Pictures,26223128,150000000,PG,96.0,"['Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family']",309979994
Runaway Bride,1999,Paramount Pictures,35055556,70000000,PG,117.09462915601023,"['Comedy', 'Romance']",309460292
The Blind Side,2009,Warner Bros.,34119372,29000000,PG-13,129.0,"['Biography', 'Drama', 'Sport']",309208309
The Fault in Our Stars,2014,Twentieth Century Fox,48002523,12000000,PG-13,126.0,"['Drama', 'Romance']",307166834
The Pursuit of Happyness,2006,Sony Pictures Entertainment (SPE),26541709,55000000,PG-13,117.0,"['Biography', 'Drama']",307127625
Rise of the Guardians,2012,DreamWorks,23773465,145000000,PG,97.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",306941670
Chicago,2002,Miramax,2074929,45000000,PG-13,113.0,"['Comedy', 'Crime', 'Musical']",306776732
Annabelle: Creation,2017,Warner Bros.,35006404,15000000,R,109.0,"['Horror', 'Mystery', 'Thriller']",306515884
Skyscraper,2018,Universal Pictures,24905015,125000000,PG-13,102.0,"['Action', 'Adventure', 'Thriller']",304868961
A Good Day to Die Hard,2013,Twentieth Century Fox,24834845,92000000,R,98.0,"['Action', 'Thriller']",304654182
Passengers,2016,Sony Pictures Entertainment (SPE),14869736,110000000,PG-13,116.0,"['Drama', 'Romance', 'Science fiction', 'Thriller']",303144152
Battleship,2012,Universal Pictures,25534825,209000000,PG-13,131.0,"['Action', 'Adventure', 'Science fiction', 'Thriller']",303025485
G.I. Joe: The Rise of Cobra,2009,Paramount Pictures,54713046,175000000,PG-13,118.0,"['Action', 'Adventure', 'Science fiction', 'Thriller']",302469017
Wrath of the Titans,2012,Warner Bros.,33457188,150000000,PG-13,99.0,"['Action', 'Adventure', 'Fantasy']",301970083
Fantastic 4: Rise of the Silver Surfer,2007,Twentieth Century Fox,58051684,130000000,PG,92.0,"['Action', 'Adventure', 'Fantasy', 'Science fiction']",301913131
Hook,1991,TriStar Pictures,13522535,70000000,,142.0,"['Adventure', 'Comedy', 'Family', 'Fantasy']",119654823
Superman,1978,Warner Bros.,7465343,55000000,PG,143.0,"['Action', 'Adventure', 'Drama', 'Science fiction']",134218018
Resident Evil: Afterlife,2010,Screen Gems,26650264,60000000,R,96.0,"['Action', 'Adventure', 'Horror', 'Science fiction']",300228084
Van Helsing,2004,Universal Pictures,51748040,160000000,PG-13,131.0,"['Action', 'Adventure', 'Fantasy']",300157638
Stuart Little,1999,Sony Pictures Entertainment (SPE),15018223,133000000,PG,84.0,"['Adventure', 'Comedy', 'Family', 'Fantasy']",300135367
Alice Through the Looking Glass,2016,Walt Disney Studios Motion Pictures,26858726,170000000,PG,113.0,"['Adventure', 'Family', 'Fantasy']",299457024
My Best Friend's Wedding,1997,Sony Pictures Entertainment (SPE),21678377,38000000,PG-13,105.0,"['Comedy', 'Drama', 'Romance']",299288605
Horton Hears a Who!,2008,Twentieth Century Fox,45012998,85000000,,86.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",298572799
Ocean's Eight,2018,Warner Bros.,41607378,70000000,PG-13,110.0,"['Action', 'Comedy', 'Crime', 'Thriller']",297718711
The Divergent Series: Insurgent,2015,Lionsgate,52263680,110000000,PG-13,119.0,"['Action', 'Adventure', 'Science fiction', 'Thriller']",297002527
Austin Powers in Goldmember,2002,New Line Cinema,73071188,63000000,PG-13,94.0,"['Action', 'Adventure', 'Comedy', 'Crime']",296938801
Miss Peregrine's Home for Peculiar Children,2016,Twentieth Century Fox,28871140,110000000,PG-13,127.0,"['Adventure', 'Drama', 'Family', 'Fantasy', 'Thriller']",296482446
X-Men,2000,Twentieth Century Fox,54471475,75000000,PG-13,104.0,"['Action', 'Adventure', 'Science fiction']",296339528
Ghostbusters,2016,Sony Pictures Entertainment (SPE),46018755,144000000,PG-13,117.0,"['Action', 'Comedy', 'Fantasy', 'Science fiction']",229147509
Ferdinand,2017,Twentieth Century Fox,13401586,111000000,PG,108.0,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",296069199
Shutter Island,2010,Paramount Pictures,41062440,80000000,R,138.0,"['Mystery', 'Thriller']",294804195
Bee Movie,2007,DreamWorks,38021044,150000000,PG,91.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Romance']",293514336
Salt,2010,Sony Pictures Entertainment (SPE),36011243,110000000,PG-13,100.0,"['Action', 'Thriller']",293503354
G-Force,2009,Walt Disney Studios Motion Pictures,31706934,150000000,PG,88.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Science fiction']",292817841
The Departed,2006,Warner Bros.,26887467,90000000,R,151.0,"['Crime', 'Drama', 'Thriller']",291465034
What Lies Beneath,2000,DreamWorks Distribution,29702959,100000000,PG-13,130.0,"['Drama', 'Horror', 'Mystery', 'Thriller']",291420351
Pacific Rim: Uprising,2018,Universal Pictures,28116535,150000000,PG-13,111.0,"['Action', 'Adventure', 'Science fiction']",290930148
The Bourne Supremacy,2004,Universal Pictures,52521865,75000000,PG-13,108.0,"['Action', 'Mystery', 'Thriller']",290633422
Sex and the City 2,2010,Warner Bros.,31001870,100000000,R,146.0,"['Comedy', 'Drama', 'Romance']",290745055
Shakespeare in Love,1998,Miramax,224012,25000000,R,123.0,"['Comedy', 'Drama', 'History', 'Romance']",289317794
Divergent,2014,Lionsgate,54607747,85000000,PG-13,139.0,"['Action', 'Adventure', 'Mystery', 'Science fiction']",288885818
Wedding Crashers,2005,New Line Cinema,32200000,40000000,R,119.0,"['Comedy', 'Romance']",288467645
Bridesmaids,2011,Universal Pictures,26247410,32500000,R,125.0,"['Comedy', 'Romance']",288383523
Maze Runner: The Death Cure,2018,Twentieth Century Fox,24167011,62000000,PG-13,117.09462915601023,"['Action', 'Adventure', 'Science fiction', 'Thriller']",288175335
American Pie 2,2001,Universal Pictures,45117985,30000000,R,108.0,['Comedy'],287553595
Pitch Perfect 2,2015,Universal Pictures,69216890,29000000,PG-13,115.0,"['Comedy', 'Music']",287144079
The Green Mile,1999,Warner Bros.,18017152,60000000,R,189.0,"['Crime', 'Drama', 'Fantasy', 'Mystery']",286801374
Oblivion,2013,Universal Pictures,37054485,120000000,PG-13,124.0,"['Action', 'Adventure', 'Science fiction']",286168572
Elysium,2013,TriStar Pictures,29807393,115000000,R,109.0,"['Action', 'Drama', 'Science fiction']",286140700
Lethal Weapon 4,1998,Warner Bros.,34048124,140000000,R,127.0,"['Action', 'Crime', 'Thriller']",285444603
John Carter,2012,Walt Disney Studios Motion Pictures,30180188,250000000,PG-13,132.0,"['Action', 'Adventure', 'Science fiction']",284139100
Turbo,2013,Twentieth Century Fox,21312625,135000000,PG,96.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Sport']",282570682
Paddington,2014,Dimension Films,18966676,55000000,PG,95.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",282370135
Bridget Jones's Diary,2001,Miramax,10733933,25000000,R,97.0,"['Comedy', 'Drama', 'Romance']",281929795
The Tourist,2010,Sony Pictures Entertainment (SPE),16472458,100000000,PG-13,103.0,"['Action', 'Thriller']",278780441
Split,2017,Universal Pictures,40010975,9000000,PG-13,117.0,"['Horror', 'Thriller']",278454358
Scary Movie,2000,Miramax,42346669,19000000,R,88.0,['Comedy'],278019771
xXx,2002,Revolution Studios,44506103,70000000,PG-13,124.0,"['Action', 'Adventure', 'Thriller']",277448382
The Bourne Legacy,2012,Universal Pictures,38142825,125000000,PG-13,135.0,"['Action', 'Adventure', 'Thriller']",276144750
Mr. Peabody & Sherman,2014,Twentieth Century Fox,32207057,145000000,PG,92.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Romance', 'Science fiction']",275698039
Scooby-Doo,2002,Warner Bros.,54155312,84000000,PG,89.0,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Mystery']",275650703
Lincoln,2012,Walt Disney Studios Motion Pictures,944308,65000000,PG-13,150.0,"['Biography', 'Drama', 'History', 'War']",275293450
Lara Croft: Tomb Raider,2001,Paramount Pictures,47735743,115000000,PG-13,100.0,"['Action', 'Adventure', 'Fantasy', 'Thriller']",274703340
Tomb Raider,2018,Warner Bros.,23633317,94000000,PG-13,119.0,"['Action', 'Adventure', 'Fantasy', 'Thriller']",274650803
The Expendables,2010,Lionsgate,34825135,80000000,R,103.0,"['Action', 'Adventure', 'Thriller']",274470394
Cloudy with a Chance of Meatballs 2,2013,Sony Pictures Entertainment (SPE),34017930,78000000,PG,95.0,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Science fiction']",274325949
The Nutty Professor,1996,Universal Pictures,25411725,54000000,PG-13,95.0,"['Comedy', 'Romance', 'Science fiction']",273961019
Jerry Maguire,1996,Sony Pictures Entertainment (SPE),17084296,50000000,R,139.0,"['Comedy', 'Drama', 'Romance', 'Sport']",273552592
Bad Boys II,2003,Sony Pictures Entertainment (SPE),46522560,130000000,R,147.0,"['Action', 'Comedy', 'Crime', 'Thriller']",273339556
Lilo & Stitch,2002,Walt Disney Studios Motion Pictures,35260212,80000000,PG,85.0,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Science fiction']",273144151
The Silence of the Lambs,1991,Orion Pictures,13766814,19000000,,118.0,"['Crime', 'Drama', 'Thriller']",130742922
Grown Ups,2010,Sony Pictures Entertainment (SPE),40506562,80000000,PG-13,102.0,['Comedy'],271430189
Neighbors,2014,Universal Pictures,49033915,18000000,R,97.0,['Comedy'],270665134
We're the Millers,2012,Warner Bros.,26419396,37000000,R,110.0,"['Comedy', 'Crime']",269994119
Gran Torino,2008,Warner Bros.,271720,33000000,R,116.0,['Drama'],269958228
"10,000 BC",2008,Warner Bros.,35867488,105000000,PG-13,109.0,"['Action', 'Adventure', 'Drama', 'Fantasy', 'History']",269784201
American Gangster,2007,Universal Pictures,43565135,100000000,R,157.0,"['Biography', 'Crime', 'Drama']",269755430
Epic,2013,Twentieth Century Fox,33531068,100000000,PG,102.0,"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy']",268426634
Exodus: Gods and Kings,2014,Twentieth Century Fox,24115934,140000000,PG-13,150.0,"['Action', 'Adventure', 'Drama', 'Fantasy']",268175631
The Princess and the Frog,2009,Walt Disney Studios Motion Pictures,786190,105000000,,97.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",267045765
Batman Returns,1992,Warner Bros.,45687711,80000000,PG-13,126.0,"['Action', 'Crime', 'Fantasy']",162831698
Something's Gotta Give,2003,Sony Pictures Entertainment (SPE),16064723,80000000,PG-13,128.0,"['Comedy', 'Drama', 'Romance']",265328738
Bridget Jones: The Edge of Reason,2004,Universal Pictures,8684055,40000000,R,108.0,"['Comedy', 'Drama', 'Romance']",265126918
The Incredible Hulk,2008,Universal Pictures,55414050,150000000,PG-13,112.0,"['Action', 'Adventure', 'Science fiction']",264770996
Waterworld,1995,Universal Pictures,21171780,175000000,PG-13,135.0,"['Action', 'Adventure', 'Science fiction']",264218220
Charlie's Angels,2000,Sony Pictures Entertainment (SPE),40128550,93000000,PG-13,98.0,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",264105545
Jumanji,1995,Sony Pictures Entertainment (SPE),11084370,65000000,PG,104.0,"['Adventure', 'Comedy', 'Family', 'Fantasy']",100475249
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,Twentieth Century Fox,26455463,18000000,R,84.0,['Comedy'],262552893
Robots,2005,Twentieth Century Fox,36045301,75000000,PG,91.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Science fiction']",262511490
Total Recall,2012,Sony Pictures Entertainment (SPE),25577758,125000000,PG-13,118.0,"['Action', 'Adventure', 'Science fiction', 'Thriller']",198467168
Terminator: Dark Fate,2019,Paramount Pictures,29033832,185000000,R,128.0,"['Action', 'Adventure', 'Science fiction', 'Thriller']",261119292
The Lone Ranger,2013,Walt Disney Studios Motion Pictures,29210849,215000000,PG-13,150.0,"['Action', 'Adventure', 'Western']",260502115
Super 8,2011,Paramount Pictures,35451168,50000000,PG-13,112.0,"['Mystery', 'Science fiction', 'Thriller']",260095986
Mojin: The Lost Legend,2015,Well Go USA Entertainment,279974,37000000,,127.0,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",259368448
Blade Runner 2049,2017,Warner Bros.,32753122,150000000,R,117.09462915601023,"['Action', 'Drama', 'Mystery', 'Science fiction', 'Thriller']",259239658
Charlie's Angels: Full Throttle,2003,Sony Pictures Entertainment (SPE),37634221,120000000,PG-13,106.0,"['Action', 'Adventure', 'Comedy', 'Crime']",259175788
Parasite,2019,Neon,393216,11400000,R,132.0,"['Comedy', 'Drama', 'Thriller']",258633992
Rush Hour 3,2007,New Line Cinema,50237000,140000000,PG-13,91.0,"['Action', 'Comedy', 'Crime', 'Thriller']",258097122
The Full Monty,1997,Fox Searchlight Pictures,176585,3500000,R,91.0,"['Comedy', 'Drama']",257938649
Kung Fu Yoga,2017,Well Go USA Entertainment,111979,65000000,,107.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Mystery']",257743016
Annabelle,2014,Warner Bros.,37134255,6500000,R,99.0,"['Horror', 'Mystery', 'Thriller']",257047661
The Village,2003,Walt Disney Studios Motion Pictures,50746142,60000000,PG-13,108.0,"['Drama', 'Mystery', 'Thriller']",256697520
Erin Brockovich,2000,Universal Pictures,28138465,52000000,R,131.0,"['Biography', 'Drama']",256271286
Halloween,2018,Universal Pictures,76221545,10000000,R,106.0,"['Crime', 'Horror', 'Thriller']",255485178
Us,2019,Universal Pictures,71117625,20000000,R,116.0,"['Horror', 'Mystery', 'Thriller']",255184580
Cliffhanger,1993,TriStar Pictures,16176967,70000000,R,113.0,"['Action', 'Adventure', 'Thriller']",84049211
Men in Black: International,2019,Sony Pictures Entertainment (SPE),30035838,110000000,PG-13,114.0,"['Action', 'Adventure', 'Comedy', 'Science fiction']",253890701
High School Musical 3: Senior Year,2008,Walt Disney Studios Motion Pictures,42030184,11000000,G,112.0,"['Comedy', 'Drama', 'Family', 'Music', 'Musical', 'Romance']",252909177
Hercules,2014,Paramount Pictures,29800263,100000000,PG-13,98.0,"['Action', 'Adventure', 'Fantasy']",244819862
X-Men: Dark Phoenix,2019,Twentieth Century Fox,32828348,200000000,PG-13,113.0,"['Action', 'Adventure', 'Science fiction']",252442974
True Grit,2010,Paramount Pictures,24830443,38000000,PG-13,110.0,"['Drama', 'Western']",252276927
Bean,1997,Gramercy Pictures (I),2255233,18000000,PG-13,89.0,"['Adventure', 'Comedy', 'Family']",251212670
American Hustle,2013,Sony Pictures Entertainment (SPE),740455,40000000,R,138.0,"['Crime', 'Drama']",251171807
Enemy of the State,1998,Walt Disney Studios Motion Pictures,20038573,90000000,R,132.0,"['Action', 'Thriller']",250849789
You've Got Mail,1998,Warner Bros.,18426749,65000000,PG,119.0,"['Comedy', 'Drama', 'Romance']",250821495
Eragon,2006,Twentieth Century Fox,23239907,100000000,PG,104.0,"['Action', 'Adventure', 'Family', 'Fantasy']",250425512
The Mask of Zorro,1998,Sony Pictures Entertainment (SPE),22525855,95000000,PG-13,136.0,"['Action', 'Adventure', 'Comedy', 'Romance', 'Thriller', 'Western']",250288523
The Ring,2002,DreamWorks Distribution,15015393,48000000,PG-13,115.0,"['Horror', 'Mystery']",249348933
The Blair Witch Project,1999,Artisan Entertainment,1512054,60000,R,81.0,"['Horror', 'Mystery']",248639099
Unbreakable,2000,Walt Disney Studios Motion Pictures,30330771,75000000,PG-13,106.0,"['Drama', 'Mystery', 'Science fiction', 'Thriller']",248118121
Dumb and Dumber,1994,New Line Cinema,16363442,17000000,,107.0,['Comedy'],247275374
Glass,2019,Universal Pictures,40328920,20000000,PG-13,129.0,"['Drama', 'Science fiction', 'Thriller']",246999039
Grown Ups 2,2013,Sony Pictures Entertainment (SPE),41508572,80000000,PG-13,101.0,['Comedy'],246984278
The Peanuts Movie,2015,Twentieth Century Fox,44213073,99000000,G,88.0,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family']",246233113
The Godfather,1972,Paramount Pictures,302393,6000000,,175.0,"['Crime', 'Drama']",243862778
Rango,2011,Paramount Pictures,38079323,135000000,PG,107.0,"['Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Western']",245724603
Four Weddings and a Funeral,1994,Gramercy Pictures (I),138486,4400000,R,117.0,"['Comedy', 'Drama', 'Romance']",52700832
Face/Off,1997,Paramount Pictures,23387530,80000000,R,138.0,"['Action', 'Crime', 'Science fiction', 'Thriller']",245676146
Teenage Mutant Ninja Turtles 2: Out of the Shadows,2016,Paramount Pictures,35316382,135000000,PG-13,112.0,"['Action', 'Adventure', 'Comedy', 'Science fiction']",245623848
Dark Shadows,2012,Warner Bros.,29685274,150000000,PG-13,113.0,"['Comedy', 'Fantasy', 'Horror']",245527149
Dolittle,2020,Universal Pictures,21844045,175000000,PG,101.0,"['Adventure', 'Comedy', 'Family', 'Fantasy']",245461797
Hulk,2003,Universal Pictures,62128420,137000000,PG-13,138.0,"['Action', 'Science fiction']",245285165
Love Actually,2003,Universal Pictures,6886080,40000000,R,135.0,"['Comedy', 'Drama', 'Romance']",244931766
Back to the Future Part III,1990,Universal Pictures,19089645,40000000,,118.0,"['Adventure', 'Comedy', 'Science fiction', 'Western']",87727583
Pixels,2015,Sony Pictures Entertainment (SPE),24011616,88000000,PG-13,105.0,"['Action', 'Comedy', 'Fantasy', 'Science fiction']",244874809
Rush Hour,1998,New Line Cinema,33001803,33000000,PG-13,98.0,"['Action', 'Comedy', 'Crime', 'Thriller']",244386864
Journey to the Center of the Earth,2008,Warner Bros.,21018141,60000000,PG,93.0,"['Action', 'Adventure', 'Family', 'Fantasy', 'Science fiction']",244232688
After Earth,2013,Sony Pictures Entertainment (SPE),27520040,130000000,PG-13,100.0,"['Action', 'Adventure', 'Science fiction']",243611982
A Few Good Men,1992,Columbia Pictures,15517468,41000000,R,138.0,"['Drama', 'Thriller']",243240178
Cloudy with a Chance of Meatballs,2009,Sony Pictures Entertainment (SPE),30304648,100000000,PG,90.0,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Science fiction']",243006126
8 Mile,2002,Universal Pictures,51240555,41000000,R,110.0,"['Drama', 'Music']",242875078
RoboCop,2014,Sony Pictures Entertainment (SPE),21681430,100000000,PG-13,117.0,"['Action', 'Crime', 'Science fiction', 'Thriller']",242688965
Eraser,1996,Warner Bros.,24566446,100000000,R,115.0,"['Action', 'Drama', 'Thriller']",242295562
Alien: Covenant,2017,Twentieth Century Fox,36160621,97000000,R,122.0,"['Horror', 'Science fiction', 'Thriller']",240891763
Sully,2016,Warner Bros.,35028301,60000000,PG-13,96.0,"['Biography', 'Drama']",240797623
Assassin's Creed,2016,Twentieth Century Fox,10278225,125000000,PG-13,115.0,"['Action', 'Adventure', 'Science fiction']",240697856
Click,2006,Revolution Studios,40011365,82500000,PG-13,107.0,"['Comedy', 'Drama', 'Fantasy', 'Romance']",240685326
Resident Evil: Retribution,2012,Screen Gems,21052227,65000000,R,95.0,"['Action', 'Horror', 'Science fiction', 'Thriller']",240159255
Die Hard 2,1990,Twentieth Century Fox,21744661,70000000,,124.0,"['Action', 'Thriller']",117540947
Planes,2013,Walt Disney Studios Motion Pictures,22232291,50000000,PG,91.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Sport']",239258712
Crazy Rich Asians,2018,Warner Bros.,26510140,30000000,PG-13,117.09462915601023,"['Comedy', 'Drama', 'Romance']",238532921
Batman & Robin,1997,Warner Bros.,42872605,125000000,PG-13,125.0,"['Action', 'Science fiction']",107325195
Downton Abbey,2019,Focus Features,31033665,13000000,PG,122.0,"['Drama', 'Romance']",237860050
Gulliver's Travels,2010,Twentieth Century Fox,6307691,112000000,PG,85.0,"['Adventure', 'Comedy', 'Family', 'Fantasy']",237382724
Gone in 60 Seconds,2000,Walt Disney Studios Motion Pictures,25336048,90000000,PG-13,118.0,"['Action', 'Crime', 'Thriller']",237202299
Silver Linings Playbook,2012,The Weinstein Company,443003,21000000,R,122.0,"['Comedy', 'Drama', 'Romance']",236412453
2 Fast 2 Furious,2003,Universal Pictures,50472480,76000000,PG-13,107.0,"['Action', 'Crime', 'Thriller']",236350661
Hidden Figures,2016,Twentieth Century Fox,515499,25000000,PG,127.0,"['Biography', 'Drama', 'History']",235956898
A.I. Artificial Intelligence,2001,Warner Bros.,29352630,100000000,PG-13,146.0,"['Drama', 'Science fiction']",235926552
